pid,draft_year,stage,reason,detail
P3997afa4f2,2014,team_season_lookup,no_college_evidence,
Paf95fb158c,2014,team_season_lookup,no_college_evidence,
Pe73b4eac92,2014,team_season_lookup,no_college_evidence,
P360c31499c,2014,team_season_lookup,no_college_evidence,
P44154d877a,2014,team_season_lookup,no_college_evidence,
Pf78412d8c5,2014,team_season_lookup,no_college_evidence,
P962232fdc6,2014,team_season_lookup,no_college_evidence,
Pbac4f67696,2014,team_season_lookup,no_college_evidence,
P25150e1302,2014,team_season_lookup,no_college_evidence,
Pbed27928bf,2014,team_season_lookup,no_college_evidence,
P25609e2dfe,2014,team_season_lookup,stale_last_season,2010
P1108cb2921,2014,team_season_lookup,stale_last_season,2011
Pf0c15e8037,2014,team_season_lookup,stale_last_season,2010
Pb59dd639f9,2014,team_season_lookup,no_college_evidence,
P0acc99bae4,2014,team_season_lookup,no_college_evidence,
P187235ce4e,2014,team_season_lookup,no_college_evidence,
P88b9812a96,2014,team_season_lookup,stale_last_season,2012
Pe39c876df8,2014,team_season_lookup,stale_last_season,2009
P9df5f3f8bb,2014,team_season_lookup,stale_last_season,2012
Pf1eb0b11c1,2015,team_season_lookup,no_college_evidence,
P11ed05516e,2015,team_season_lookup,no_college_evidence,
P3e493925a2,2015,team_season_lookup,no_college_evidence,
P5849f19551,2015,team_season_lookup,no_college_evidence,
Pa779a7b0cf,2015,team_season_lookup,no_college_evidence,
P6c859977a5,2015,team_season_lookup,stale_last_season,2013
P4ba2b4830d,2015,team_season_lookup,no_college_evidence,
P04e5776a76,2015,team_season_lookup,no_college_evidence,
Pfc32d168da,2015,team_season_lookup,no_college_evidence,
P1ef5f1c321,2015,team_season_lookup,no_college_evidence,
P35fcccf6c9,2015,team_season_lookup,no_college_evidence,
Pf326870436,2015,team_season_lookup,no_college_evidence,
Pef9b8757a6,2015,team_season_lookup,stale_last_season,2011
P65d56567c7,2015,team_season_lookup,stale_last_season,2010
Pca83b848d1,2015,team_season_lookup,stale_last_season,2012
P53f786523f,2016,team_season_lookup,no_college_evidence,
P4b59f5fe56,2016,team_season_lookup,no_college_evidence,
Paca468f5b5,2016,team_season_lookup,no_college_evidence,
P7222e0f90b,2016,team_season_lookup,no_college_evidence,
Pd7c989b67a,2016,team_season_lookup,no_college_evidence,
P1a32cd4176,2016,team_season_lookup,no_college_evidence,
Pcb0e772806,2016,team_season_lookup,no_college_evidence,
P07954fea73,2016,team_season_lookup,no_college_evidence,
P64adb31e4d,2016,team_season_lookup,no_college_evidence,
P9c2d575f48,2016,team_season_lookup,no_college_evidence,
Pcf60b82b9d,2016,team_season_lookup,no_college_evidence,
P83cf60968a,2016,team_season_lookup,no_college_evidence,
Pcb1e0b77ca,2016,team_season_lookup,no_college_evidence,
P4879fe4868,2016,team_season_lookup,stale_last_season,2011
P049f342950,2016,team_season_lookup,no_college_evidence,
P41923cb473,2016,team_season_lookup,no_college_evidence,
P94ee422c65,2016,team_season_lookup,stale_last_season,2014
P2bc89b6490,2016,team_season_lookup,no_college_evidence,
Pe666c9e1f4,2016,team_season_lookup,stale_last_season,2013
Pfff80834af,2016,team_season_lookup,ambiguous_team,2015-16:St_Peter's|UC_Irvine
P46cfb45fde,2017,team_season_lookup,no_college_evidence,
P54d4de841c,2017,team_season_lookup,no_college_evidence,
Pe5fb05fea3,2017,team_season_lookup,no_college_evidence,
P2ad4235514,2017,team_season_lookup,no_college_evidence,
P3e5c820c70,2017,team_season_lookup,no_college_evidence,
Pa4877bedac,2017,team_season_lookup,no_college_evidence,
P49f423e70e,2017,team_season_lookup,stale_last_season,2015
P4074fe9b9e,2017,team_season_lookup,stale_last_season,2015
P7312c1c32d,2017,team_season_lookup,stale_last_season,2015
Pe528778159,2017,team_season_lookup,stale_last_season,2014
Pb571c7aa88,2017,team_season_lookup,stale_last_season,2015
Pd13759b893,2017,team_season_lookup,stale_last_season,2012
Pd9320fa884,2017,team_season_lookup,no_college_evidence,
P4d32b8b12e,2017,team_season_lookup,no_college_evidence,
P1ee493f763,2017,team_season_lookup,no_college_evidence,
P10d6b2ba68,2017,team_season_lookup,stale_last_season,2013
P1223e5ee2c,2017,team_season_lookup,stale_last_season,2013
P8bea6ece5d,2017,team_season_lookup,stale_last_season,2013
Paec8fae19e,2017,team_season_lookup,stale_last_season,2013
P5a43e18763,2017,team_season_lookup,no_college_evidence,
Pd3b81c81b9,2017,team_season_lookup,stale_last_season,2014
P8df71877a2,2017,team_season_lookup,stale_last_season,2014
P5aa610b7ff,2017,team_season_lookup,no_college_evidence,
P3fe5b0aa24,2017,team_season_lookup,no_college_evidence,
Pbced5f5600,2017,team_season_lookup,no_college_evidence,
Pb8664aec2d,2017,team_season_lookup,stale_last_season,2014
Pcaa6f4e965,2018,team_season_lookup,no_college_evidence,
Pf271325d7b,2018,team_season_lookup,no_college_evidence,
P61add2364f,2018,team_season_lookup,no_college_evidence,
Pf5ec6d144b,2018,team_season_lookup,no_college_evidence,
Pefc5241948,2018,team_season_lookup,no_college_evidence,
P379ec45447,2018,team_season_lookup,no_college_evidence,
P5ff9cbca0f,2018,team_season_lookup,no_college_evidence,
Pb88771c23a,2018,team_season_lookup,stale_last_season,2015
P7ab7e9a49e,2018,team_season_lookup,stale_last_season,2015
Pb2b564e4f2,2018,team_season_lookup,stale_last_season,2013
P55c2defaf8,2018,team_season_lookup,no_college_evidence,
P8fc9787b05,2018,team_season_lookup,no_college_evidence,
Pefe5f00afd,2018,team_season_lookup,stale_last_season,2013
P4098a4e5cd,2018,team_season_lookup,stale_last_season,2016
P5c0dd77b3d,2018,team_season_lookup,no_college_evidence,
P7f30d796bb,2018,team_season_lookup,no_college_evidence,
Pd125ec3ee3,2018,team_season_lookup,no_college_evidence,
P9540818d9f,2019,team_season_lookup,no_college_evidence,
P5277c76d51,2019,team_season_lookup,no_college_evidence,
P9b3e496395,2019,team_season_lookup,no_college_evidence,
Pb15c668c3a,2019,team_season_lookup,no_college_evidence,
P2bdd03741b,2019,team_season_lookup,no_college_evidence,
P027da49c30,2019,team_season_lookup,no_college_evidence,
P76650bc6e2,2019,team_season_lookup,no_college_evidence,
P8eb153b63d,2019,team_season_lookup,stale_last_season,2015
P75585aef52,2019,team_season_lookup,stale_last_season,2017
P84a6c851a9,2019,team_season_lookup,stale_last_season,2017
P63de5d6c2a,2019,team_season_lookup,stale_last_season,2015
P6b5b70ee01,2019,team_season_lookup,no_college_evidence,
Pc53511377b,2019,team_season_lookup,no_college_evidence,
P77bf4c6cd4,2019,team_season_lookup,no_college_evidence,
P2b2d444bdd,2019,team_season_lookup,no_college_evidence,
P90844406b5,2019,team_season_lookup,no_college_evidence,
P53a27c701d,2019,team_season_lookup,no_college_evidence,
P34557a899a,2019,team_season_lookup,stale_last_season,2015
P6514225148,2019,team_season_lookup,stale_last_season,2017
P4043f1171e,2019,team_season_lookup,stale_last_season,2015
P41398f1a21,2019,team_season_lookup,no_college_evidence,
Pfa2560441b,2019,team_season_lookup,stale_last_season,2017
P3ff36ffdc1,2020,team_season_lookup,no_college_evidence,
Pfe5913c014,2020,team_season_lookup,no_college_evidence,
Pa430d00e1f,2020,team_season_lookup,no_college_evidence,
P842bafbfda,2020,team_season_lookup,no_college_evidence,
P87be528da0,2020,team_season_lookup,no_college_evidence,
P3c885ec031,2020,team_season_lookup,no_college_evidence,
Pde7308c87b,2020,team_season_lookup,no_college_evidence,
P3bfc12237e,2020,team_season_lookup,no_college_evidence,
P04b95b58e0,2020,team_season_lookup,no_college_evidence,
P625909539a,2020,team_season_lookup,no_college_evidence,
Pee12c1b431,2020,team_season_lookup,no_college_evidence,
P539176b694,2020,team_season_lookup,no_college_evidence,
Pdd324c8c3a,2020,team_season_lookup,stale_last_season,2017
Pcf413465aa,2020,team_season_lookup,stale_last_season,2017
Pa5bdbe06a8,2020,team_season_lookup,stale_last_season,2018
Pe3d286e6c8,2020,team_season_lookup,stale_last_season,2018
P4cd6438cc3,2020,team_season_lookup,no_college_evidence,
P12d4263452,2020,team_season_lookup,stale_last_season,2018
P56764c9c75,2020,team_season_lookup,stale_last_season,2016
P3eb05301ef,2020,team_season_lookup,stale_last_season,2018
Pba89c73461,2020,team_season_lookup,no_college_evidence,
P837f74ef42,2020,team_season_lookup,no_college_evidence,
Pf77538a69a,2020,team_season_lookup,no_college_evidence,
P2900148dca,2020,team_season_lookup,no_college_evidence,
P64263ced9d,2021,team_season_lookup,no_college_evidence,
P854a3a23a2,2021,team_season_lookup,no_college_evidence,
P7dcdc4ccdd,2021,team_season_lookup,no_college_evidence,
Pb3cfb2c388,2021,team_season_lookup,no_college_evidence,
P4110110f37,2021,team_season_lookup,no_college_evidence,
Pb1d56c9c96,2021,team_season_lookup,no_college_evidence,
Pa09bdf4e64,2021,team_season_lookup,no_college_evidence,
Pfb1f04f295,2021,team_season_lookup,stale_last_season,2016
P3ffd955342,2021,team_season_lookup,stale_last_season,2016
P659829b9e5,2021,team_season_lookup,stale_last_season,2016
Pdd3a369707,2021,team_season_lookup,stale_last_season,2016
P64f9a357ca,2021,team_season_lookup,stale_last_season,2018
Pdb02e7ce99,2021,team_season_lookup,stale_last_season,2017
P6a7cb1d3a8,2021,team_season_lookup,stale_last_season,2019
P90d6ceb081,2021,team_season_lookup,stale_last_season,2019
P37de3fe8d7,2021,team_season_lookup,stale_last_season,2019
P6e0353adf2,2021,team_season_lookup,stale_last_season,2019
P18f1dedfcb,2021,team_season_lookup,stale_last_season,2016
P86aa3b2a5e,2021,team_season_lookup,stale_last_season,2017
Pa9952fefb0,2021,team_season_lookup,stale_last_season,2019
Pe225c37146,2021,team_season_lookup,no_college_evidence,
Pd7c45f2e6c,2021,team_season_lookup,no_college_evidence,
Pd4adc2c99d,2021,team_season_lookup,stale_last_season,2017
P70fd4037fb,2021,team_season_lookup,no_college_evidence,
P457b866328,2021,team_season_lookup,no_college_evidence,
Pcad1dc504f,2021,team_season_lookup,no_college_evidence,
Pfa7ab0de3c,2021,team_season_lookup,stale_last_season,2017
Pab39ee5462,2022,team_season_lookup,no_college_evidence,
P4b5f95e771,2022,team_season_lookup,no_college_evidence,
P4e8883caf8,2022,team_season_lookup,no_college_evidence,
P1191691c20,2022,team_season_lookup,no_college_evidence,
P20596267f7,2022,team_season_lookup,no_college_evidence,
Paee04abbe6,2022,team_season_lookup,no_college_evidence,
Pd3eb42d2a8,2022,team_season_lookup,no_college_evidence,
Pd4287ba490,2022,team_season_lookup,no_college_evidence,
P2e38feab3a,2022,team_season_lookup,stale_last_season,2017
P3698c87daf,2022,team_season_lookup,stale_last_season,2020
Paf2b091294,2022,team_season_lookup,no_college_evidence,
P0234a21988,2022,team_season_lookup,no_college_evidence,
P47d96f257b,2022,team_season_lookup,stale_last_season,2020
P017b3a2bee,2022,team_season_lookup,no_college_evidence,
Pc44acb797a,2022,team_season_lookup,stale_last_season,2018
P719dac14cb,2022,team_season_lookup,no_college_evidence,
P7c732b276f,2022,team_season_lookup,stale_last_season,2018
P144ed94c77,2023,team_season_lookup,no_college_evidence,
P51e5ade0ce,2023,team_season_lookup,no_college_evidence,
P1999b4880f,2023,team_season_lookup,no_college_evidence,
P9180c4596b,2023,team_season_lookup,no_college_evidence,
Pa4e79c2199,2023,team_season_lookup,no_college_evidence,
P2db6f2cc8f,2023,team_season_lookup,no_college_evidence,
Pf9f33f79e7,2023,team_season_lookup,no_college_evidence,
P71f8c1b48d,2023,team_season_lookup,no_college_evidence,
Pbf5a7a4d5b,2023,team_season_lookup,no_college_evidence,
Paf63a5d230,2023,team_season_lookup,no_college_evidence,
P9305edebac,2023,team_season_lookup,stale_last_season,2018
Pae8a88e0e7,2023,team_season_lookup,stale_last_season,2020
P2dc9628338,2023,team_season_lookup,stale_last_season,2020
Pc51154c628,2023,team_season_lookup,stale_last_season,2021
P8bf21cf88b,2023,team_season_lookup,no_college_evidence,
P2890042448,2023,team_season_lookup,stale_last_season,2021
P57690f53ec,2023,team_season_lookup,stale_last_season,2021
P5dad28f6cf,2023,team_season_lookup,no_college_evidence,
P4e9a2418a1,2023,team_season_lookup,no_college_evidence,
P850a7a2631,2023,team_season_lookup,stale_last_season,2020
P4e1f6ff7ed,2023,team_season_lookup,stale_last_season,2018
P52f2ddbdea,2023,team_season_lookup,no_college_evidence,
P7f722372b8,2023,team_season_lookup,no_college_evidence,
P23152d31e2,2024,team_season_lookup,no_college_evidence,
P65b97df144,2024,team_season_lookup,no_college_evidence,
Pe083952d4c,2024,team_season_lookup,no_college_evidence,
P58407301c7,2024,team_season_lookup,no_college_evidence,
Pa5d4a8fef6,2024,team_season_lookup,no_college_evidence,
Pd018d62aee,2024,team_season_lookup,no_college_evidence,
P7070c905f3,2024,team_season_lookup,no_college_evidence,
Pe79de9d05b,2024,team_season_lookup,no_college_evidence,
P68ff50da96,2024,team_season_lookup,no_college_evidence,
Pb1c5565b99,2024,team_season_lookup,no_college_evidence,
P8b3507dca4,2024,team_season_lookup,no_college_evidence,
Pf1dc83702a,2024,team_season_lookup,no_college_evidence,
P44f988dfdd,2024,team_season_lookup,stale_last_season,2020
Pf8707c5a5f,2024,team_season_lookup,stale_last_season,2022
Pedbe6303e0,2024,team_season_lookup,no_college_evidence,
P67a293c7ae,2024,team_season_lookup,stale_last_season,2021
Pc2cfb81ac1,2024,team_season_lookup,stale_last_season,2022
P079058f390,2024,team_season_lookup,stale_last_season,2022
Peb437378ff,2024,team_season_lookup,no_college_evidence,
Pe64515ec9d,2024,team_season_lookup,no_college_evidence,
Pbe0b54a1e9,2024,team_season_lookup,stale_last_season,2022
P8b23f27bc8,2024,team_season_lookup,stale_last_season,2021
Pc19957985f,2024,team_season_lookup,stale_last_season,2020
P8cc9424d6a,2024,team_season_lookup,no_college_evidence,
P31a95da41b,2024,team_season_lookup,no_college_evidence,
P6696ce1e71,2024,team_season_lookup,no_college_evidence,
P7f11916058,2024,team_season_lookup,no_college_evidence,
P32fecc73d2,2025,team_season_lookup,no_college_evidence,
P53f54898a1,2025,team_season_lookup,no_college_evidence,
Pdde13713ff,2025,team_season_lookup,no_college_evidence,
Pd8f68848a0,2025,team_season_lookup,no_college_evidence,
Pec8256037d,2025,team_season_lookup,no_college_evidence,
P6ddd309f80,2025,team_season_lookup,no_college_evidence,
Pdec9ef7c46,2025,team_season_lookup,no_college_evidence,
Pb7270acc46,2025,team_season_lookup,no_college_evidence,
P3651ab0a99,2025,team_season_lookup,no_college_evidence,
P277e56e049,2025,team_season_lookup,no_college_evidence,
Pb74dcb5e35,2025,team_season_lookup,stale_last_season,2023
P12fddfeea1,2025,team_season_lookup,no_college_evidence,
P9436ca936e,2025,team_season_lookup,stale_last_season,2021
P521d05ff22,2025,team_season_lookup,no_college_evidence,
P7271485ede,2025,team_season_lookup,stale_last_season,2022
Pbb5fdc38a3,2025,team_season_lookup,no_college_evidence,
Pb3ce9ad2a9,2025,team_season_lookup,stale_last_season,2022
P64fe10bf34,2025,team_season_lookup,stale_last_season,2023
P04c242f081,2025,team_season_lookup,stale_last_season,2022
Pcb59681372,2025,team_season_lookup,ambiguous_team,2024-25:FAU|Michigan
P0fc299eb1c,2026,team_season_lookup,no_college_evidence,
P2b19f4fd38,2026,team_season_lookup,no_college_evidence,
P79aaab38df,2026,team_season_lookup,no_college_evidence,
P4eb309e8f6,2026,team_season_lookup,no_college_evidence,
P3cb9458e5b,2026,team_season_lookup,no_college_evidence,
Pae0e6be256,2003,box_score_match,fewer_than_2_games,2002-03/Syracuse 0
Peab571b95d,2003,box_score_match,no_box_scores_in_archive,2002-03/Georgia_Tech 
P39c1b5b439,2003,box_score_match,fewer_than_2_games,2002-03/Marquette 0
P01056a0f18,2003,box_score_match,fewer_than_2_games,2002-03/Cent_Michigan 0
P7feaaeffcb,2003,box_score_match,fewer_than_2_games,2002-03/Kansas 0
P0efa2b4f7d,2003,box_score_match,fewer_than_2_games,2002-03/Texas 0
Pced63c164c,2003,box_score_match,fewer_than_2_games,2002-03/Kansas 0
P3c6c730bf2,2003,box_score_match,no_box_scores_in_archive,2002-03/Oregon 
Pace4fe8116,2003,box_score_match,no_box_scores_in_archive,2002-03/Louisville 
P539180f113,2003,box_score_match,no_box_scores_in_archive,2002-03/Boston_College 
P37455198a4,2003,box_score_match,no_box_scores_in_archive,2002-03/Xavier 
Pc441e97a64,2003,box_score_match,fewer_than_2_games,2002-03/Illinois 0
P47846f7398,2003,box_score_match,no_box_scores_in_archive,2002-03/UCLA 
P08c56d3590,2003,box_score_match,fewer_than_2_games,2002-03/Arizona 0
Pa2e0858910,2003,box_score_match,no_box_scores_in_archive,2002-03/Miss_St 
Pe4a1b20238,2003,box_score_match,no_box_scores_in_archive,2002-03/Detroit_Mercy 
P3a913af04c,2003,box_score_match,fewer_than_2_games,2002-03/Kentucky 0
P624e80554f,2003,box_score_match,no_box_scores_in_archive,2002-03/Florida 
P554dd6632a,2003,box_score_match,no_box_scores_in_archive,2002-03/Alabama 
P3e7075c22e,2003,box_score_match,fewer_than_2_games,2002-03/Creighton 0
Pf436b2be04,2003,box_score_match,no_box_scores_in_archive,2002-03/Ball_State 
Ped90afeb58,2003,box_score_match,fewer_than_2_games,2002-03/Wisconsin 0
P7d6aa2dfe0,2003,box_score_match,no_box_scores_in_archive,2002-03/Utah 
Pae24459193,2003,box_score_match,no_box_scores_in_archive,2002-03/LSU 
P78dd3f3917,2003,box_score_match,fewer_than_2_games,2002-03/Notre_Dame 0
P85bb3eb8b9,2003,box_score_match,fewer_than_2_games,2002-03/Auburn 0
Pfb5ad97400,2004,box_score_match,fewer_than_2_games,2002-03/UConn 0
Pec20f0f060,2004,box_score_match,fewer_than_2_games,2002-03/UConn 0
P5246294b22,2004,box_score_match,fewer_than_2_games,2002-03/Wisconsin 0
P6292223fd6,2004,box_score_match,fewer_than_2_games,2002-03/Stanford 0
Pff029e3151,2004,box_score_match,name_not_in_box,2002-03/Arizona 
P977a8945dd,2004,box_score_match,no_box_scores_in_archive,2002-03/Oregon 
P44f5111142,2004,box_score_match,no_box_scores_in_archive,2002-03/Nevada 
P0b1f22f2d4,2004,box_score_match,no_box_scores_in_archive,2002-03/Saint_Joe's 
P0ad01302af,2004,box_score_match,no_box_scores_in_archive,2002-03/Saint_Joe's 
P3dd4b68d3d,2004,box_score_match,no_box_scores_in_archive,2002-03/Colorado 
P984d62c606,2004,box_score_match,no_box_scores_in_archive,2002-03/Xavier 
P8eebd87e26,2004,box_score_match,no_box_scores_in_archive,2002-03/Texas_Tech 
Paf7b3d5c90,2004,box_score_match,fewer_than_2_games,2002-03/Texas 0
Pb3e080e381,2004,box_score_match,fewer_than_2_games,2002-03/Duke 0
P8438cd9418,2004,box_score_match,no_box_scores_in_archive,2002-03/Ole_Miss 
P46af6c0052,2004,box_score_match,no_box_scores_in_archive,2002-03/Michigan 
Pe4ea2d8948,2004,box_score_match,no_box_scores_in_archive,2002-03/Vanderbilt 
P7d5e80b812,2004,box_score_match,no_box_scores_in_archive,2002-03/SMU 
P80665441e6,2004,box_score_match,fewer_than_2_games,2002-03/Texas 0
P2b413e3467,2004,box_score_match,fewer_than_2_games,2002-03/Kentucky 0
Pddd42c77c5,2004,box_score_match,no_box_scores_in_archive,2002-03/Iowa 
P5afd5b991d,2005,box_score_match,fewer_than_2_games,2002-03/Illinois 0
Pc047806c80,2005,box_score_match,no_box_scores_in_archive,2002-03/UNC 
P42d0d6de9a,2005,box_score_match,fewer_than_2_games,2002-03/Arizona 0
Pcb4360a784,2005,box_score_match,fewer_than_2_games,2002-03/Arizona_State 0
P8a3b7b6860,2005,box_score_match,no_box_scores_in_archive,2002-03/UNC 
P9f246cdbe1,2005,box_score_match,no_box_scores_in_archive,2002-03/UNC 
Pf4d4553b6f,2005,box_score_match,no_box_scores_in_archive,2002-03/Texas_A&M 
Pdd972253d5,2005,box_score_match,fewer_than_2_games,2002-03/Syracuse 0
P959d20dcac,2005,box_score_match,fewer_than_2_games,2002-03/NC_State 0
P9cbbbfe0cc,2005,box_score_match,no_box_scores_in_archive,2002-03/Washington 
Pa4dad52ff4,2005,box_score_match,no_box_scores_in_archive,2002-03/Georgia_Tech 
P311b5f6b41,2005,box_score_match,no_box_scores_in_archive,2002-03/Louisville 
P6f59c256f3,2005,box_score_match,name_not_in_box,2002-03/Illinois 
P17786d3599,2005,box_score_match,fewer_than_2_games,2002-03/Cincinnati 0
P8c537f5a4d,2005,box_score_match,name_not_in_box,2002-03/Kansas 
Pe68742d859,2005,box_score_match,no_box_scores_in_archive,2002-03/Florida 
P13a7a5112c,2005,box_score_match,fewer_than_2_games,2002-03/Arizona 0
Pdb057d444b,2005,box_score_match,fewer_than_2_games,2002-03/Duke 0
Pd382320a3c,2005,box_score_match,fewer_than_2_games,2002-03/Gonzaga 1
Peb2d46202e,2005,box_score_match,fewer_than_2_games,2002-03/Marquette 0
P43e7adb565,2005,box_score_match,no_box_scores_in_archive,2002-03/Indiana 
P2b78092e41,2005,box_score_match,no_box_scores_in_archive,2002-03/UCLA 
Pb5af3844f5,2005,box_score_match,no_box_scores_in_archive,2002-03/Pepperdine 
Pc067530e3e,2005,box_score_match,name_not_in_box,2002-03/Duke 
P21b2b49a34,2005,box_score_match,no_box_scores_in_archive,2002-03/Fairfield 
Pd650e439a2,2005,box_score_match,fewer_than_2_games,2002-03/Michigan_State 0
P5104e01e75,2005,box_score_match,no_box_scores_in_archive,2002-03/Charlotte 
Pbe0a02c2fd,2005,box_score_match,no_box_scores_in_archive,2002-03/Florida 
Pa68189cdce,2005,box_score_match,no_box_scores_in_archive,2002-03/Florida 
Pef98a54ad0,2005,box_score_match,no_box_scores_in_archive,2002-03/Georgia_Tech 
Pb945050559,2005,box_score_match,no_box_scores_in_archive,2002-03/Saint_Joe's 
Pc1044ed1f5,2005,box_score_match,no_box_scores_in_archive,2002-03/Clemson 
P403a83bdf0,2005,box_score_match,fewer_than_2_games,2002-03/Kansas 0
P063b0ea350,2005,box_score_match,fewer_than_2_games,2002-03/Kentucky 0
Pf1999192da,2005,box_score_match,fewer_than_2_games,2002-03/Kentucky 0
P91b09695de,2006,box_score_match,fewer_than_2_games,2002-03/Duke 0
Pa1953f4a95,2006,box_score_match,no_box_scores_in_archive,2002-03/Washington 
P14d000eef5,2006,box_score_match,fewer_than_2_games,2002-03/Duke 0
P4dc7399d2c,2006,box_score_match,fewer_than_2_games,2002-03/UConn 0
P78afb3722d,2006,box_score_match,fewer_than_2_games,2002-03/Memphis 0
Pdb7c6b10a9,2006,box_score_match,name_not_in_box,2002-03/Michigan_State 
P1bf2734620,2006,box_score_match,no_box_scores_in_archive,2002-03/Temple 
P7781579610,2006,box_score_match,name_not_in_box,2002-03/Marquette 
Pce8689cb8f,2006,box_score_match,name_not_in_box,2002-03/Michigan_State 
P82e987418b,2006,box_score_match,no_box_scores_in_archive,2002-03/Boston_College 
P6565076e45,2006,box_score_match,no_box_scores_in_archive,2002-03/UNC 
P2650c293bf,2006,box_score_match,fewer_than_2_games,2002-03/Illinois 0
P4bb660105c,2006,box_score_match,no_box_scores_in_archive,2002-03/UCLA 
Pac436e0a75,2006,box_score_match,name_not_in_box,2002-03/Arizona 
Pb8998ddf4a,2006,box_score_match,no_box_scores_in_archive,2002-03/Washington 
P7363f8a8b4,2006,box_score_match,fewer_than_2_games,2002-03/Illinois 0
P6f687d1dcc,2006,box_score_match,name_not_in_box,2002-03/Kentucky 
P633e796e6a,2006,box_score_match,name_not_in_box,2002-03/Notre_Dame 
P5551ba72f6,2006,box_score_match,no_box_scores_in_archive,2002-03/UNLV 
Pcbdc976fea,2006,box_score_match,no_box_scores_in_archive,2002-03/South_Carolina 
P4c433fbf72,2006,box_score_match,no_box_scores_in_archive,2002-03/G_Washington 
P2611750e05,2006,box_score_match,no_box_scores_in_archive,2002-03/Oklahoma_State 
Pe77ed0b343,2006,box_score_match,no_box_scores_in_archive,2002-03/G_Washington 
Pb87d740adf,2006,box_score_match,no_box_scores_in_archive,2002-03/Nevada 
P2815fbec81,2006,box_score_match,no_box_scores_in_archive,2002-03/UCLA 
Pe047befac5,2006,box_score_match,no_box_scores_in_archive,2002-03/La_Salle 
P8be75213cc,2006,box_score_match,no_box_scores_in_archive,2002-03/Northeastern 
P41fad117db,2007,box_score_match,no_box_scores_in_archive,2002-03/Boston_College 
P6a22b03d03,2007,box_score_match,fewer_than_2_games,2002-03/Wisconsin 0
P801bf131e6,2007,box_score_match,no_box_scores_in_archive,2002-03/Tennessee 
Pfb5ad97400,2004,box_score_match,fewer_than_2_games,2003-04/UConn 0
Pec20f0f060,2004,box_score_match,fewer_than_2_games,2003-04/UConn 0
P5246294b22,2004,box_score_match,fewer_than_2_games,2003-04/Wisconsin 0
P6292223fd6,2004,box_score_match,fewer_than_2_games,2003-04/Stanford 0
P8abebd0da5,2004,box_score_match,fewer_than_2_games,2003-04/Duke 0
Pff029e3151,2004,box_score_match,fewer_than_2_games,2003-04/Arizona 0
P977a8945dd,2004,box_score_match,fewer_than_2_games,2003-04/Oregon 0
Pcca6045f01,2004,box_score_match,fewer_than_2_games,2003-04/Minnesota 0
P44f5111142,2004,box_score_match,fewer_than_2_games,2003-04/Nevada 0
P0b1f22f2d4,2004,box_score_match,fewer_than_2_games,2003-04/Saint_Joe's 0
P0ad01302af,2004,box_score_match,fewer_than_2_games,2003-04/Saint_Joe's 0
P6547eb6540,2004,box_score_match,no_box_scores_in_archive,2003-04/W_Carolina 
P3dd4b68d3d,2004,box_score_match,fewer_than_2_games,2003-04/Colorado 1
P984d62c606,2004,box_score_match,fewer_than_2_games,2003-04/Xavier 0
P8eebd87e26,2004,box_score_match,fewer_than_2_games,2003-04/Texas_Tech 1
Paf7b3d5c90,2004,box_score_match,fewer_than_2_games,2003-04/Texas 0
Pb3e080e381,2004,box_score_match,fewer_than_2_games,2003-04/Duke 0
P8438cd9418,2004,box_score_match,fewer_than_2_games,2003-04/Ole_Miss 0
P20571734e6,2004,box_score_match,fewer_than_2_games,2003-04/UCLA 0
P46af6c0052,2004,box_score_match,fewer_than_2_games,2003-04/Michigan 1
Pe4ea2d8948,2004,box_score_match,fewer_than_2_games,2003-04/Vanderbilt 0
P80665441e6,2004,box_score_match,fewer_than_2_games,2003-04/Texas 0
P2b413e3467,2004,box_score_match,fewer_than_2_games,2003-04/Kentucky 0
P23c2e6b3e7,2004,box_score_match,fewer_than_2_games,2003-04/Seton_Hall 0
Pddd42c77c5,2004,box_score_match,fewer_than_2_games,2003-04/Iowa 0
P099a8d0c1c,2005,box_score_match,fewer_than_2_games,2003-04/Utah 1
P5e4491e5c3,2005,box_score_match,fewer_than_2_games,2003-04/Wake_Forest 0
Pc047806c80,2005,box_score_match,fewer_than_2_games,2003-04/UNC 0
P572a4194e6,2005,box_score_match,fewer_than_2_games,2003-04/UConn 0
P42d0d6de9a,2005,box_score_match,fewer_than_2_games,2003-04/Arizona 0
Pcb4360a784,2005,box_score_match,fewer_than_2_games,2003-04/Arizona_State 0
P8a3b7b6860,2005,box_score_match,fewer_than_2_games,2003-04/UNC 0
P9f246cdbe1,2005,box_score_match,fewer_than_2_games,2003-04/UNC 0
Pf4d4553b6f,2005,box_score_match,fewer_than_2_games,2003-04/Texas_A&M 0
Pdd972253d5,2005,box_score_match,fewer_than_2_games,2003-04/Syracuse 1
P959d20dcac,2005,box_score_match,fewer_than_2_games,2003-04/NC_State 0
P9cbbbfe0cc,2005,box_score_match,fewer_than_2_games,2003-04/Washington 0
Pa4dad52ff4,2005,box_score_match,fewer_than_2_games,2003-04/Georgia_Tech 0
P311b5f6b41,2005,box_score_match,fewer_than_2_games,2003-04/Louisville 0
P6f59c256f3,2005,box_score_match,fewer_than_2_games,2003-04/Illinois 1
P17786d3599,2005,box_score_match,fewer_than_2_games,2003-04/Cincinnati 0
