pid,draft_year,was_drafted
Pa617e8f0a5,2021,0
Pda7b1a3831,2021,0
P02bad696ed,2021,0
P4e2fe9e886,2021,0
P85b734a34a,2021,0
P281db24dd9,2021,0
P5d11abfd72,2021,0
Paa313fca48,2021,0
P4230b28232,2021,0
Pac3967f922,2021,0
Pdab3fd555f,2021,0
P8147190bb3,2021,0
P0c7e217388,2021,0
P3da5d3f3f2,2021,0
Pc594742bb0,2021,0
P460426d8cf,2021,0
Pf75780948d,2021,0
P2c6f1d319f,2021,0
P2e77fdcd5f,2021,0
Pf3464e2f59,2021,0
P2c763c66dd,2021,0
Pb463182292,2021,0
P35327cfd09,2021,0
Pe9bc98eac8,2021,0
P142c728ffd,2021,0
Pd51997c12f,2021,0
P10bd72ac44,2021,0
Pfe62281f0a,2021,0
P02b23e4abb,2021,0
Pe21e6b7c7b,2021,0
P3fe07be031,2021,0
P832ba46d69,2021,0
P4dedf6acf4,2021,0
P71a175d36d,2021,0
P6696ac3d31,2021,0
P0790a32ce5,2021,0
P6bb68789bc,2021,0
Pc9e1d3e456,2021,0
Pd74e65b4cd,2021,0
Pcf6cf087a0,2021,0
P6c257fc7cf,2021,0
P1ee807d537,2021,0
P6c19d2b0fb,2021,0
P9adb5133bc,2021,0
P5828555cba,2021,0
Pbe11f21cfa,2021,0
P03a04d0174,2021,0
P57cf716ba7,2021,0
Pfdd109f0e1,2021,0
Pe0ad9b9ce5,2021,0
Pe7315ec2ca,2021,0
P1f2e422e9e,2021,0
Pfe47889811,2021,0
P32b1031886,2021,0
P719eb17c3d,2021,0
Pc46db0f497,2021,0
P64527f643b,2021,0
P09c06de7d5,2021,0
P40472c4e0a,2021,0
P452df756e1,2021,0
P727c27e864,2021,0
P07046a9145,2021,0
P8379cd574e,2021,0
Pab6fbc3e77,2021,0
Pba42781d58,2021,0
Pb0a8811014,2021,0
P3096036b7b,2021,0
Pa0f574a8a8,2021,0
Pb657fdb74e,2021,0
P8cbd82dcf2,2021,0
