candidate_id,draft_year,membership_basis,source_id,source_available_date,source_population_complete,global_identity_resolved
prior_2007_c9170226ff6e3d22ae2a,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_cc5a4080ccf8faffb7ff,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_d080e69149385c76d0b3,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_d1ffb05967c66c096208,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_d8c21e10f8b0bfcf277a,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_eb14024c312720bc3e88,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_ed3f8590d29cfc459c11,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_ef903e8d74c70d16270a,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_f44364108c547e021bb6,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_f51097fdce1b6253025b,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_f548f40ae33a3122dd4f,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2007_fc65adda96486ea6aace,2007,prior_actual_draft_selection,bucks_2007_08_guide,2007-10-31,True,False
prior_2008_018f94e196d5b15ff487,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_0e411bf02b027374c0ec,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_103ac1623911598e5aa1,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_1444418406af8a17be24,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_1880247c855fdcab03ff,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_2117b55c7be4b12c8a20,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_236a3a61d05085a51be4,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_2476025cdf0ebfec71ed,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_271d4582d8e3515e6662,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_287998b4672aff3bcc7b,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_28a4fdc92b186f5e3085,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_319815439ed6f667915c,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_330cc61eb4334dbecbcc,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_3a727d1c52f818a9771d,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_3dce5f1b563e80c9c4dd,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_3e8592360019acfa6159,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_4183a29be4891692ff4c,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_439434316a1bdf0c3fc0,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_450ee920711687f7e8b0,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_465561b8c5cb85980e18,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_47c6e8152862d4669eff,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_48a44c4f80cce604a13a,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_4b2073bcbaa6444ab598,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_529e021ca144c72c0097,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_59a1062c17840b78f810,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_5b84e65ac9d6a21de2ef,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_5c3d19a07cb048ac6ead,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_5e06b44d09822c7963e1,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_5fdb8fc8cf729e232e59,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_6076977695abe3239bda,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_66908c5db33cdd171ad5,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_6d8b94f440010e1a165e,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_716ef5237e04f760954b,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_763cb73cb1394d85f7f1,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_78428a7de64846fb7e8b,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_7a14e11c363501c553a7,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_7d7c2c47b066dba0f601,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_80aa859ab2d72edb1491,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_91e25f05500ac3640306,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_9b53ef967c448ca99524,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_9ca72b26db195773689a,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_a09bcf27664e20c950fb,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_a51bee9a3e5424cfa05c,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_aa60a9f0dbac5c7fa99e,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_ac4340af85c1cb62feee,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_b34b72308df9418e9a34,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_c709e2bd488a9eb3227c,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_c927197f026d11869824,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_d4c20eef8557c8743337,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_d726e56b047e71286321,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_d80363259513986371b0,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_db053717bff9902ef889,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_dd88178fcf4d585f0663,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_e55d8a7f0ff4ed1a9301,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_e60312dfce9acfab8a99,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_ea82246aa8c87854c73f,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_ed10601ce23df13ba743,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_f21173f8618c8c215d49,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_fc977c2122be94b66aa4,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2008_fcd4bb747848a5796a7f,2008,prior_actual_draft_selection,ap_2008,2008-06-27,True,False
prior_2009_02bac7f11459c98044cf,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_05af9584c036771d6d85,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_088939f31b78cfa9881e,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_0dcbf450ca6b19c518c1,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_11942839bf1fcc72a5cd,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_1c5cbac5acb5d88c90aa,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_1d465dcc41a0447393ca,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_1e9091bc40b952392b1d,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_21998c30f366cdf1b620,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_25832ad2d7657df45bd4,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_27fe6c99c86cdb404059,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_2bdceea64a94c2c14e19,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_2c781281af4fcceda133,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_2ed6abb49ebffcfa7530,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_3515c54e2a41dd7d6523,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_375ef99710b9f75fd0ad,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_3d3e8a44f69eed5cda5c,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_3e78fcf42a2e9d7ff9e7,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_411cfbc2dfde392d350a,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_45748e0998904c9d1eb2,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_4dffe173289f4e754edf,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_5003ff7e830108f72c8a,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_53bc5aaedb0f5da74319,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_566633353cd7604925fa,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_58246dd176ad2ba6d500,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_598f19e07d0b048a1a1c,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_5ac3959c00225b1bcccc,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_5f6622154bdb6e8135db,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_66192192328e7d6a598c,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_69541edffd38d7c2aad9,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_6bdae3f2ee1bfdff4285,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_6f78b9655ff81473363f,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_7211779310604bee2c42,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_7344d94d933b7f004f76,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_7617fbfd66b51b8e399a,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_80ad4e6a1ef20abc04f2,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_85b6d27109c07a2fdeab,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_8874f2ca80783a3e5342,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_8ae04f3193091b05908f,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_8eef0cc6172e2333899d,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_95c9af8adc87b289ed8f,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_99dd64a3c653a5a731ac,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_9c77c09d1a85a08084fa,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_a2a54f3dcb7d4c4837fc,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_a4e48571bdee8e7cb80e,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_a7115f4cf2f6589c6ef5,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_aa3aa2a09d49c495718e,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_ab968dab4f3d8e45ee24,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_bf52d2aa0e0de6cfd53f,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_cbc9629253d4ceeda5ee,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_cf21ceb63c59f5147f96,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_d629f6dffa34210ab935,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_daa718cb13d3f967b258,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_df97a89d81c8dd70b880,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_e6aa8c276f524e5cf3b2,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_e72b357d57749d4fce3c,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_e8773527986fe48a4b39,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_eb8096bd2886a7e62531,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_ef532b86c5e5f02b3ba7,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2009_ffe2409e38e532c11b6b,2009,prior_actual_draft_selection,ap_2009,2009-06-26,True,False
prior_2010_065e9f67b67285b672cd,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_0c51970004a08858da3f,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_0d3f0d4d4199cb16bfc4,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_11168bbc5df1699e6d06,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_151e603071c9da4ac102,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_1a0e7d5a9cb30bbd8fef,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_1c20970180a6e7c21546,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_27d57c6e83a8ea6403ca,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_29b9dd900431fe1f9314,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_2b3a7824c90bd2feee35,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_2cc5aa5ae2dad1747813,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_2f4fbf546500251f2738,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_34603f1760987ec574d2,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_37837011b000747207e5,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_3a0e9f58f64b7214b8e0,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_3b97bbaed08de133baea,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_40b68f3742bd93e91e38,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_43f4ac198b63c8148966,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_4a0cfdac4915c46b34bc,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_4a49c617b87f5a2b5d81,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_4a6f100b0ad25c5e7cce,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_503e7bb20677e504d378,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_58182067c2d547b59620,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_5b365eb4556b7349b635,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_6018c404528bd52aa65f,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_62f73f9891b8029c7edd,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_678e4587d7b0e3844836,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_6f97cb06703443100d1b,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_77e49dfc20c4ff366a7d,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_7fc4f02ba9b4921cd904,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_91ee70cf2f65379ffd9d,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_99c37c326ac3a66525d5,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_9ddfd8d0f01e0a46e20f,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_a28cf92a469780cecfb6,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_aa65f72cf12837291c06,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_adb006a8eae35341a03c,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_af6c5460dc38c761101c,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_b2ba92251f2de866bca1,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_b586c831c20012902430,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_b871a0d75abe7b5b46a1,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_ba0ffb9d24fe91ec9094,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_c2d7af8ed438b80fbdba,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_c54ddbc066dc03c3ac70,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_c54e7dddedd1ded88564,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_c583d9cdc486356569e0,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_c85189170058e5cef000,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_d32b3289a9444e5fda51,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_d5aef41b2db91674fd11,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_d7573888d3312cbc8faa,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_e6329850483064d8addd,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_e783156411623e058517,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_e9f757bd3c199907e226,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_eeca46d6e1369918dab6,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_f4264f78aecc46e4e878,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_f4fbc841fbdf20b40277,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_f55edf4d2cafc0121cc7,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_fba37f94edc4c58f8e49,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_fc631d188b3709613472,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_fd850f6d694c55677dd4,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2010_fe3539e1c45e7862cc89,2010,prior_actual_draft_selection,hawks_2010,2010-10-31,True,False
prior_2011_024938ed4be796eafd54,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_0255c9ce0428dcd7a21a,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_06dd80a1347ddb10a6ea,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_0c5488d1f49e5d58193c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_0e50c29f7235f5e7f7c9,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_182e776f59efb660541c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_1eab59999fe7b6e01959,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_23c65718c2a7d85beadc,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_245f75915be929db57b9,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_2460335b4332928ae7d1,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_256c935c3869bdb0e7f8,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_2596d8f0b700806b5a93,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_2a5848d6cc013bb95ae7,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_2c8e475c61d3d275ab4c,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_2cc2155e12e50aa4b252,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_357ad0dc051131a90703,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
prior_2011_385bba3bf3e068f5774c,2011,prior_actual_draft_selection,espn_2011_lakers_dated_report,2011-06-24,True,False
prior_2011_39266fc06849747064e6,2011,prior_actual_draft_selection,ap_2011,2011-06-24,True,False
