pid,draft_year,site,rank,ts
P705a98169f,2017,cbs,50,20170621190055
Pfde95d41d3,2017,cbs,51,20170621190055
Pba3a4faeb9,2017,cbs,52,20170621190055
P9f172daeb6,2017,cbs,53,20170621190055
Pea59b43adb,2017,cbs,54,20170621190055
P22340c4458,2017,cbs,55,20170621190055
Pd59c0506ca,2017,cbs,56,20170621190055
Pfaef4e4fa0,2017,cbs,57,20170621190055
P58604dcdcf,2017,cbs,58,20170621190055
P42302cf51e,2017,cbs,59,20170621190055
Pae17b87a4a,2018,cbs,1,20180618170619
P55d017c927,2018,cbs,2,20180618170619
P42b9d239c3,2018,cbs,3,20180618170619
Pcaa6f4e965,2018,cbs,4,20180618170619
P35e592001a,2018,cbs,5,20180618170619
Pd4282e2cb6,2018,cbs,6,20180618170619
P17f11f33c2,2018,cbs,7,20180618170619
P4467431c36,2018,cbs,8,20180618170619
Peb77360d78,2018,cbs,9,20180618170619
P6f990ff013,2018,cbs,10,20180618170619
P50c2524b85,2018,cbs,11,20180618170619
P5e4a09f56c,2018,cbs,12,20180618170619
P57ab80ef44,2018,cbs,13,20180618170619
P8926a62cc8,2018,cbs,14,20180618170619
P212def8838,2018,cbs,15,20180618170619
P946b6a7bec,2018,cbs,16,20180618170619
P75b2e5cfed,2018,cbs,17,20180618170619
P58e5b2eaa8,2018,cbs,18,20180618170619
Pe581c6d22f,2018,cbs,19,20180618170619
P8eec131338,2018,cbs,20,20180618170619
P688b157768,2018,cbs,21,20180618170619
P9f769e6678,2018,cbs,22,20180618170619
P6786e0dd88,2018,cbs,23,20180618170619
P1f3e01b488,2018,cbs,24,20180618170619
P61add2364f,2018,cbs,25,20180618170619
P27d264f43c,2018,cbs,26,20180618170619
Pd064221ae2,2018,cbs,27,20180618170619
P9106a597f3,2018,cbs,28,20180618170619
Pbb5225b691,2018,cbs,29,20180618170619
Pcabff956fe,2018,cbs,30,20180618170619
Pf5ec6d144b,2018,cbs,31,20180618170619
P4d03279429,2018,cbs,32,20180618170619
P82bbff96e6,2018,cbs,33,20180618170619
P26d2a90c5b,2018,cbs,34,20180618170619
Pdb9cad4004,2018,cbs,35,20180618170619
Pbe6b6d05a9,2018,cbs,36,20180618170619
P58e5b2eaa8,2018,espn_ba2,1,20180618201908
Pdb9cad4004,2018,espn_ba2,2,20180618201908
Pe581c6d22f,2018,espn_ba2,3,20180618201908
P6786e0dd88,2018,espn_ba2,4,20180618201908
Pbe6b6d05a9,2018,espn_ba2,5,20180618201908
P8eec131338,2018,espn_ba2,6,20180618201908
Pb53e68dfee,2018,espn_ba2,7,20180618201908
P4d03279429,2018,espn_ba2,8,20180618201908
P15b5ca7021,2018,espn_ba2,9,20180618201908
P9f769e6678,2018,espn_ba2,10,20180618201908
P5da3d9ffcd,2018,espn_ba2,11,20180618201908
P8ecb19c544,2018,espn_ba2,12,20180618201908
Pf271325d7b,2018,espn_ba2,13,20180618201908
P9106a597f3,2018,espn_ba2,14,20180618201908
Paa92a86ff3,2018,espn_ba2,15,20180618201908
P379ec45447,2018,espn_ba2,16,20180618201908
P688b157768,2018,espn_ba2,17,20180618201908
P15b4774186,2018,espn_ba2,18,20180618201908
P1a46c41bff,2018,espn_ba2,19,20180618201908
Pbb5225b691,2018,espn_ba2,20,20180618201908
P3f77f707c0,2018,espn_ba2,21,20180618201908
Pf507011aa5,2018,espn_ba2,22,20180618201908
P17f11f33c2,2018,espn_ba2,23,20180618201908
P55d017c927,2018,espn_ba2,24,20180618201908
Pcaa6f4e965,2018,espn_ba2,25,20180618201908
P42b9d239c3,2018,espn_ba2,26,20180618201908
P1f3e01b488,2018,espn_ba2,27,20180618201908
Pd4282e2cb6,2018,espn_ba2,28,20180618201908
Pae17b87a4a,2018,espn_ba2,29,20180618201908
P35e592001a,2018,espn_ba2,30,20180618201908
P4467431c36,2018,espn_ba2,31,20180618201908
Peb77360d78,2018,espn_ba2,32,20180618201908
P50c2524b85,2018,espn_ba2,33,20180618201908
P57ab80ef44,2018,espn_ba2,34,20180618201908
P946b6a7bec,2018,espn_ba2,35,20180618201908
P8926a62cc8,2018,espn_ba2,36,20180618201908
P5e4a09f56c,2018,espn_ba2,37,20180618201908
P6ab3598ab0,2018,espn_ba2,38,20180618201908
P75b2e5cfed,2018,espn_ba2,39,20180618201908
P6f990ff013,2018,espn_ba2,40,20180618201908
Pf5ec6d144b,2018,espn_ba2,41,20180618201908
Pd064221ae2,2018,espn_ba2,42,20180618201908
P61add2364f,2018,espn_ba2,43,20180618201908
Pcabff956fe,2018,espn_ba2,44,20180618201908
P26d2a90c5b,2018,espn_ba2,45,20180618201908
P82bbff96e6,2018,espn_ba2,46,20180618201908
P27d264f43c,2018,espn_ba2,47,20180618201908
P1597c7370a,2018,espn_ba2,48,20180618201908
P00e7133fc6,2019,espn_ba,1,20190612080819
Pfe4fcea486,2019,espn_ba,2,20190612080819
Pa9cae64430,2019,espn_ba,3,20190612080819
P297d12820e,2019,espn_ba,4,20190612080819
P846172a369,2019,espn_ba,5,20190612080819
Pbc4309c829,2019,espn_ba,6,20190612080819
P2f61c21e93,2019,espn_ba,7,20190612080819
P43dec358d1,2019,espn_ba,8,20190612080819
P9540818d9f,2019,espn_ba,9,20190612080819
P6a5f6ac2d8,2019,espn_ba,10,20190612080819
Ped6b9a1a7c,2019,espn_ba,11,20190612080819
Pbea2d75e26,2019,espn_ba,12,20190612080819
Peecc71d248,2019,espn_ba,13,20190612080819
P714602a9aa,2019,espn_ba,14,20190612080819
P273938bb97,2019,espn_ba,15,20190612080819
P4a79c6caeb,2019,espn_ba,16,20190612080819
P5277c76d51,2019,espn_ba,17,20190612080819
P4ebfdd4833,2019,espn_ba,18,20190612080819
Pa4c28f80ad,2019,espn_ba,19,20190612080819
Pba03162225,2019,espn_ba,20,20190612080819
Pb14f594f0a,2019,espn_ba,21,20190612080819
P6f1d3c64d2,2019,espn_ba,22,20190612080819
P8209ad6040,2019,espn_ba,23,20190612080819
Pd17e70140c,2019,espn_ba,24,20190612080819
Pb16e641fe9,2019,espn_ba,25,20190612080819
P4832cf3ea3,2019,espn_ba,26,20190612080819
P37457bff4f,2019,espn_ba,27,20190612080819
P7ff4af5e7c,2019,espn_ba,28,20190612080819
Pb15c668c3a,2019,espn_ba,29,20190612080819
P9b3e496395,2019,espn_ba,30,20190612080819
P023bbe5ec1,2019,espn_ba,31,20190612080819
P5c11762ec9,2019,espn_ba,32,20190612080819
P14a01dedf9,2019,espn_ba,33,20190612080819
Pf1b3205a09,2019,espn_ba,34,20190612080819
P2084d7c5fc,2019,espn_ba,35,20190612080819
P5cd98708f1,2019,espn_ba,36,20190612080819
P90a39c14ab,2019,espn_ba,37,20190612080819
P47c5a2733b,2019,espn_ba,38,20190612080819
P2f4b26e6e1,2019,espn_ba,39,20190612080819
P7c5888ec9d,2019,espn_ba,40,20190612080819
P5a277fef0e,2019,espn_ba,41,20190612080819
P027da49c30,2019,espn_ba,42,20190612080819
Pf6db5ed983,2019,espn_ba,43,20190612080819
P519f028bfb,2019,espn_ba,44,20190612080819
Pefa2378416,2019,espn_ba,45,20190612080819
P6b5b70ee01,2019,espn_ba,46,20190612080819
P8df31bfe17,2019,espn_ba,47,20190612080819
P6a3fce0af3,2019,espn_ba,48,20190612080819
Pd88f1bdac2,2019,espn_ba,49,20190612080819
Pd00fce6a5a,2019,espn_ba,50,20190612080819
P3022e1c032,2019,espn_ba,51,20190612080819
P1a41a85440,2019,espn_ba,52,20190612080819
P338a42b9d0,2019,espn_ba,53,20190612080819
P2c24c6affb,2019,espn_ba,54,20190612080819
P76650bc6e2,2019,espn_ba,55,20190612080819
P19aaf87bc8,2019,espn_ba,56,20190612080819
P1d6fd5f29a,2019,espn_ba,57,20190612080819
P484d9844af,2019,espn_ba,58,20190612080819
P37457bff4f,2019,espn_ba2,1,20190608183050
Pb15c668c3a,2019,espn_ba2,2,20190608183050
P9b3e496395,2019,espn_ba2,3,20190608183050
P023bbe5ec1,2019,espn_ba2,4,20190608183050
P7ff4af5e7c,2019,espn_ba2,5,20190608183050
P4832cf3ea3,2019,espn_ba2,6,20190608183050
P5c11762ec9,2019,espn_ba2,7,20190608183050
P5cd98708f1,2019,espn_ba2,8,20190608183050
P14a01dedf9,2019,espn_ba2,9,20190608183050
P2084d7c5fc,2019,espn_ba2,10,20190608183050
Pf1b3205a09,2019,espn_ba2,11,20190608183050
P7c5888ec9d,2019,espn_ba2,12,20190608183050
P90a39c14ab,2019,espn_ba2,13,20190608183050
P47c5a2733b,2019,espn_ba2,14,20190608183050
P2f4b26e6e1,2019,espn_ba2,15,20190608183050
P027da49c30,2019,espn_ba2,16,20190608183050
P5a277fef0e,2019,espn_ba2,17,20190608183050
Pd00fce6a5a,2019,espn_ba2,18,20190608183050
P519f028bfb,2019,espn_ba2,19,20190608183050
P6b5b70ee01,2019,espn_ba2,20,20190608183050
Pf6db5ed983,2019,espn_ba2,21,20190608183050
Pfe4fcea486,2019,espn_ba2,22,20190608183050
Pa9cae64430,2019,espn_ba2,23,20190608183050
P00e7133fc6,2019,espn_ba2,24,20190608183050
P297d12820e,2019,espn_ba2,25,20190608183050
Pbc4309c829,2019,espn_ba2,26,20190608183050
P846172a369,2019,espn_ba2,27,20190608183050
P43dec358d1,2019,espn_ba2,28,20190608183050
P2f61c21e93,2019,espn_ba2,29,20190608183050
P9540818d9f,2019,espn_ba2,30,20190608183050
Ped6b9a1a7c,2019,espn_ba2,31,20190608183050
P6a5f6ac2d8,2019,espn_ba2,32,20190608183050
Pbea2d75e26,2019,espn_ba2,33,20190608183050
P4a79c6caeb,2019,espn_ba2,34,20190608183050
Peecc71d248,2019,espn_ba2,35,20190608183050
P714602a9aa,2019,espn_ba2,36,20190608183050
P4ebfdd4833,2019,espn_ba2,37,20190608183050
P8209ad6040,2019,espn_ba2,38,20190608183050
P6f1d3c64d2,2019,espn_ba2,39,20190608183050
P5277c76d51,2019,espn_ba2,40,20190608183050
P273938bb97,2019,espn_ba2,41,20190608183050
Pb14f594f0a,2019,espn_ba2,42,20190608183050
Pba03162225,2019,espn_ba2,43,20190608183050
Pa4c28f80ad,2019,espn_ba2,44,20190608183050
Pd17e70140c,2019,espn_ba2,45,20190608183050
Pb16e641fe9,2019,espn_ba2,46,20190608183050
P8df31bfe17,2019,espn_ba2,47,20190608183050
P6a3fce0af3,2019,espn_ba2,48,20190608183050
Pd88f1bdac2,2019,espn_ba2,49,20190608183050
P3022e1c032,2019,espn_ba2,50,20190608183050
P4797fb50d3,2019,espn_ba2,51,20190608183050
P1a41a85440,2019,espn_ba2,52,20190608183050
P338a42b9d0,2019,espn_ba2,53,20190608183050
P2c24c6affb,2019,espn_ba2,54,20190608183050
P76650bc6e2,2019,espn_ba2,55,20190608183050
P1d6fd5f29a,2019,espn_ba2,56,20190608183050
P484d9844af,2019,espn_ba2,57,20190608183050
Pd50729b5d0,2019,espn_ba2,58,20190608183050
P19aaf87bc8,2019,espn_ba2,59,20190608183050
Pefa2378416,2019,espn_ba2,60,20190608183050
P4f7a1b04a6,2019,espn_ba2,61,20190608183050
P8534216773,2019,espn_ba2,62,20190608183050
Pba698d642d,2020,cbs,1,20201117221601
P35f0fb7731,2020,cbs,2,20201117221601
P3ff36ffdc1,2020,cbs,3,20201117221601
Pa430d00e1f,2020,cbs,4,20201117221601
P41612ab4e2,2020,cbs,5,20201117221601
P1388f2fd26,2020,cbs,6,20201117221601
Pfe5913c014,2020,cbs,7,20201117221601
P7699b7f669,2020,cbs,8,20201117221601
P6232d5a44f,2020,cbs,9,20201117221601
P04526b8576,2020,cbs,10,20201117221601
Pd70c9ef8df,2020,cbs,11,20201117221601
Pe6c9de6d86,2020,cbs,12,20201117221601
P272ac40c3c,2020,cbs,13,20201117221601
P3c885ec031,2020,cbs,14,20201117221601
P0df73941d8,2020,cbs,15,20201117221601
P90a7395cb0,2020,cbs,16,20201117221601
Pb7d583a85a,2020,cbs,17,20201117221601
Pa3fa433740,2020,cbs,18,20201117221601
P388cb0d5da,2020,cbs,19,20201117221601
P716f6175e4,2020,cbs,20,20201117221601
P5be180758a,2020,cbs,21,20201117221601
Pe0b660d280,2020,cbs,22,20201117221601
P87be528da0,2020,cbs,23,20201117221601
Pde7308c87b,2020,cbs,24,20201117221601
P842bafbfda,2020,cbs,25,20201117221601
P04282e0cbf,2020,cbs,26,20201117221601
P289da7f9c1,2020,cbs,27,20201117221601
P1cf3ac09b1,2020,cbs,28,20201117221601
P69f4c7679c,2020,cbs,29,20201117221601
P1f88525e9f,2020,cbs,30,20201117221601
P0cd98a270c,2020,cbs,31,20201117221601
Pa7dbf13041,2020,cbs,32,20201117221601
Pad0b972baf,2020,cbs,33,20201117221601
P3ff36ffdc1,2020,draftroom,1,20201112003345
Pba698d642d,2020,draftroom,2,20201112003345
P35f0fb7731,2020,draftroom,3,20201112003345
Pa430d00e1f,2020,draftroom,4,20201112003345
P6232d5a44f,2020,draftroom,5,20201112003345
P41612ab4e2,2020,draftroom,6,20201112003345
P272ac40c3c,2020,draftroom,7,20201112003345
Pfe5913c014,2020,draftroom,8,20201112003345
P7699b7f669,2020,draftroom,9,20201112003345
P1388f2fd26,2020,draftroom,10,20201112003345
Pd70c9ef8df,2020,draftroom,11,20201112003345
P04526b8576,2020,draftroom,12,20201112003345
P0df73941d8,2020,draftroom,13,20201112003345
Pb7d583a85a,2020,draftroom,14,20201112003345
P3c885ec031,2020,draftroom,15,20201112003345
Pe6c9de6d86,2020,draftroom,16,20201112003345
P90a7395cb0,2020,draftroom,17,20201112003345
Pa3fa433740,2020,draftroom,18,20201112003345
Pe0b660d280,2020,draftroom,19,20201112003345
P289da7f9c1,2020,draftroom,20,20201112003345
P0cd98a270c,2020,draftroom,21,20201112003345
P04282e0cbf,2020,draftroom,22,20201112003345
P388cb0d5da,2020,draftroom,23,20201112003345
P5be180758a,2020,draftroom,24,20201112003345
Pe237a28a37,2020,draftroom,25,20201112003345
Pdc49b6ecb0,2020,draftroom,26,20201112003345
Pa7dbf13041,2020,draftroom,27,20201112003345
Pdc083a80a9,2020,draftroom,28,20201112003345
P170284fab5,2020,draftroom,29,20201112003345
P842bafbfda,2020,draftroom,30,20201112003345
P3ff36ffdc1,2020,draftroom2,1,20201112003345
Pba698d642d,2020,draftroom2,2,20201112003345
P35f0fb7731,2020,draftroom2,3,20201112003345
Pa430d00e1f,2020,draftroom2,4,20201112003345
P6232d5a44f,2020,draftroom2,5,20201112003345
P41612ab4e2,2020,draftroom2,6,20201112003345
P272ac40c3c,2020,draftroom2,7,20201112003345
Pfe5913c014,2020,draftroom2,8,20201112003345
P7699b7f669,2020,draftroom2,9,20201112003345
P1388f2fd26,2020,draftroom2,10,20201112003345
Pd70c9ef8df,2020,draftroom2,11,20201112003345
P04526b8576,2020,draftroom2,12,20201112003345
P0df73941d8,2020,draftroom2,13,20201112003345
Pb7d583a85a,2020,draftroom2,14,20201112003345
P3c885ec031,2020,draftroom2,15,20201112003345
Pe6c9de6d86,2020,draftroom2,16,20201112003345
P90a7395cb0,2020,draftroom2,17,20201112003345
Pa3fa433740,2020,draftroom2,18,20201112003345
Pe0b660d280,2020,draftroom2,19,20201112003345
P289da7f9c1,2020,draftroom2,20,20201112003345
P0cd98a270c,2020,draftroom2,21,20201112003345
P04282e0cbf,2020,draftroom2,22,20201112003345
P388cb0d5da,2020,draftroom2,23,20201112003345
P5be180758a,2020,draftroom2,24,20201112003345
Pe237a28a37,2020,draftroom2,25,20201112003345
Pdc49b6ecb0,2020,draftroom2,26,20201112003345
Pa7dbf13041,2020,draftroom2,27,20201112003345
Pdc083a80a9,2020,draftroom2,28,20201112003345
P170284fab5,2020,draftroom2,29,20201112003345
P842bafbfda,2020,draftroom2,30,20201112003345
P04282e0cbf,2020,espn_ba2,1,20201107224321
Pe0b660d280,2020,espn_ba2,2,20201107224321
P32d7e7e1eb,2020,espn_ba2,3,20201107224321
P1cf3ac09b1,2020,espn_ba2,4,20201107224321
P716f6175e4,2020,espn_ba2,5,20201107224321
P69f4c7679c,2020,espn_ba2,6,20201107224321
P1f88525e9f,2020,espn_ba2,7,20201107224321
P08bc96e9be,2020,espn_ba2,8,20201107224321
P5be180758a,2020,espn_ba2,9,20201107224321
P429838957d,2020,espn_ba2,10,20201107224321
Pe237a28a37,2020,espn_ba2,11,20201107224321
P48772fff87,2020,espn_ba2,12,20201107224321
Pf46613d969,2020,espn_ba2,13,20201107224321
Pdc49b6ecb0,2020,espn_ba2,14,20201107224321
P289da7f9c1,2020,espn_ba2,15,20201107224321
P9d5ce33ec0,2020,espn_ba2,16,20201107224321
P63236d3a70,2020,espn_ba2,17,20201107224321
Pad0b972baf,2020,espn_ba2,18,20201107224321
Pdc083a80a9,2020,espn_ba2,19,20201107224321
P9cddcdc1ad,2020,espn_ba2,20,20201107224321
P2ca61183dc,2020,espn_ba2,21,20201107224321
P076dcdb147,2020,espn_ba2,22,20201107224321
P866e6f90bf,2020,espn_ba2,23,20201107224321
P3c885ec031,2020,espn_ba2,24,20201107224321
P3ff36ffdc1,2020,espn_ba2,25,20201107224321
P35f0fb7731,2020,espn_ba2,26,20201107224321
P41612ab4e2,2020,espn_ba2,27,20201107224321
Pba698d642d,2020,espn_ba2,28,20201107224321
P98391b949f,2020,espn_ba2,29,20201107224321
Pa430d00e1f,2020,espn_ba2,30,20201107224321
P7699b7f669,2020,espn_ba2,31,20201107224321
P6232d5a44f,2020,espn_ba2,32,20201107224321
P90a7395cb0,2020,espn_ba2,33,20201107224321
Pb7d583a85a,2020,espn_ba2,34,20201107224321
P842bafbfda,2020,espn_ba2,35,20201107224321
P170284fab5,2020,espn_ba2,36,20201107224321
Pa3fa433740,2020,espn_ba2,37,20201107224321
P1388f2fd26,2020,espn_ba2,38,20201107224321
P272ac40c3c,2020,espn_ba2,39,20201107224321
Pd70c9ef8df,2020,espn_ba2,40,20201107224321
Pa7dbf13041,2020,espn_ba2,41,20201107224321
Pe6c9de6d86,2020,espn_ba2,42,20201107224321
P04526b8576,2020,espn_ba2,43,20201107224321
P0df73941d8,2020,espn_ba2,44,20201107224321
Pfe5913c014,2020,espn_ba2,45,20201107224321
