pid,fy_has_youth,fy_n_tournaments,fy_best_level,fy_age_rel_last,fy_age_rel_min,fy_underage_flag,fy_pts40_z_last,fy_pir40_z_last,fy_ts_z_last,fy_ast40_z_last,fy_stl_blk40_z_last,fy_usage_proxy_z_last,fy_best_pts40_z,fy_best_pir40_z,fy_z_trend,fy_minutes_share_last,fy_team_finish_last,fy_hoop_summit_world
P4e35bd6add,1,1,4,-2.11324,-2.11324,1,0.0127641,-0.864872,-0.0645775,-0.318795,-1.32499,-0.290399,0.0127641,-0.864872,,0.276806,8,0
P05f9ca4653,0,0,,,,,,,,,,,,,,,,0
Pa0882490f6,0,0,,,,,,,,,,,,,,,,0
P0057628fa2,0,0,,,,,,,,,,,,,,,,0
Pb3cfb2c388,1,1,3,-0.93886,-0.93886,0,1.36004,1.92339,1.26827,-0.0713457,-0.44886,0.73485,1.36004,1.92339,,0.714405,5,0
P54240b8a24,0,0,,,,,,,,,,,,,,,,0
Pfce02776de,0,0,,,,,,,,,,,,,,,,0
P69549f38f2,0,0,,,,,,,,,,,,,,,,0
P392363bcf2,0,0,,,,,,,,,,,,,,,,0
P721d8fa8f9,0,0,,,,,,,,,,,,,,,,0
P87ada0d006,0,0,,,,,,,,,,,,,,,,0
P4110110f37,0,0,,,,,,,,,,,,,,,,0
Pf6213e9937,0,0,,,,,,,,,,,,,,,,0
P88205fde52,1,1,3,0.277812,0.277812,0,1.5469,1.09695,0.339082,1.13626,1.07113,1.50572,1.5469,1.09695,,0.57625,1,0
P61d8f8df57,0,0,,,,,,,,,,,,,,,,0
Pe28113186c,0,0,,,,,,,,,,,,,,,,0
P90b2305671,0,0,,,,,,,,,,,,,,,,0
Pe728a39ea0,0,0,,,,,,,,,,,,,,,,0
P213b82c86a,0,0,,,,,,,,,,,,,,,,0
Pb1d56c9c96,0,0,,,,,,,,,,,,,,,,0
P5480a34012,1,2,4,0.025069,-0.212273,0,1.7504,2.10401,1.38129,-1.1103,1.69861,0.943314,1.7504,2.70688,-0.602875,0.50256,1,0
P30169adef4,0,0,,,,,,,,,,,,,,,,0
P21372aaded,0,0,,,,,,,,,,,,,,,,0
P606c98790a,0,0,,,,,,,,,,,,,,,,0
Pc624860c4a,0,0,,,,,,,,,,,,,,,,0
P9fd480084b,1,1,3,0.584458,0.584458,0,0.690056,1.05065,1.33367,2.24897,-0.331093,0.0968641,0.690056,1.05065,,0.475694,1,0
P90932c4b0a,0,0,,,,,,,,,,,,,,,,0
P82dc635a40,0,0,,,,,,,,,,,,,,,,0
Pac178f1473,0,0,,,,,,,,,,,,,,,,0
Pbfadf35dca,0,0,,,,,,,,,,,,,,,,0
P6680e3073f,0,0,,,,,,,,,,,,,,,,0
P3364db28a5,0,0,,,,,,,,,,,,,,,,0
Pb149e1d8c2,0,0,,,,,,,,,,,,,,,,0
P152905cef4,0,0,,,,,,,,,,,,,,,,0
P1e1b55c58c,0,0,,,,,,,,,,,,,,,,0
P30aaba02d5,1,1,4,0.578126,0.578126,0,2.5429,3.34982,1.94215,0.0976647,1.98911,1.45474,2.5429,3.34982,,0.643452,7,0
P5705590403,0,0,,,,,,,,,,,,,,,,0
P60da7b4537,0,0,,,,,,,,,,,,,,,,0
P0326e23b0d,0,0,,,,,,,,,,,,,,,,0
P624b2b5afe,0,0,,,,,,,,,,,,,,,,0
Pc131e1ee6f,0,0,,,,,,,,,,,,,,,,0
Pd1118f9ab3,0,0,,,,,,,,,,,,,,,,0
Pba95727095,0,0,,,,,,,,,,,,,,,,0
P2b13664da5,0,0,,,,,,,,,,,,,,,,0
Pa09bdf4e64,0,0,,,,,,,,,,,,,,,,0
Pfb1f04f295,0,0,,,,,,,,,,,,,,,,0
P3ffd955342,0,0,,,,,,,,,,,,,,,,0
P659829b9e5,0,0,,,,,,,,,,,,,,,,0
Pdd3a369707,0,0,,,,,,,,,,,,,,,,0
P64f9a357ca,0,0,,,,,,,,,,,,,,,,0
Pdb02e7ce99,0,0,,,,,,,,,,,,,,,,0
P9161b1752d,0,0,,,,,,,,,,,,,,,,0
Pcc9fe4d64c,0,0,,,,,,,,,,,,,,,,0
P8c6b1e4de6,0,0,,,,,,,,,,,,,,,,0
P6a7cb1d3a8,1,2,4,0.54299,0.449425,0,0.775567,0.232811,-0.463615,1.14936,0.138188,1.88279,1.49132,0.424527,-0.191716,0.697167,1,0
P90d6ceb081,0,0,,,,,,,,,,,,,,,,0
P37de3fe8d7,0,0,,,,,,,,,,,,,,,,0
P6e0353adf2,0,0,,,,,,,,,,,,,,,,0
P18f1dedfcb,0,0,,,,,,,,,,,,,,,,0
P86aa3b2a5e,0,0,,,,,,,,,,,,,,,,0
Pa9952fefb0,0,0,,,,,,,,,,,,,,,,0
Pb52cacc824,0,0,,,,,,,,,,,,,,,,0
Pe225c37146,0,0,,,,,,,,,,,,,,,,0
P6675265e20,0,0,,,,,,,,,,,,,,,,0
P72f09d9c22,0,0,,,,,,,,,,,,,,,,0
P2e4a40f74c,0,0,,,,,,,,,,,,,,,,0
Pe896f378ca,0,0,,,,,,,,,,,,,,,,0
P7f3328bd09,0,0,,,,,,,,,,,,,,,,0
P29e5d27062,0,0,,,,,,,,,,,,,,,,0
P48e5247a2d,0,0,,,,,,,,,,,,,,,,0
P46419801dd,0,0,,,,,,,,,,,,,,,,0
P0d7f7c89fd,0,0,,,,,,,,,,,,,,,,0
Ped12721a79,0,0,,,,,,,,,,,,,,,,0
Pd7c45f2e6c,1,1,3,-0.116573,-0.116573,0,-0.390141,0.167644,-0.228789,2.12199,1.65873,-0.0194145,-0.390141,0.167644,,0.415625,6,0
P85bbbd5241,0,0,,,,,,,,,,,,,,,,0
P41bcb3bebd,0,0,,,,,,,,,,,,,,,,0
P44ea7b86af,0,0,,,,,,,,,,,,,,,,0
Pc9a85d9349,0,0,,,,,,,,,,,,,,,,0
Pc37129efde,0,0,,,,,,,,,,,,,,,,0
Pcf11d56327,0,0,,,,,,,,,,,,,,,,0
Pf2b31fcc76,1,1,3,0.236936,0.236936,0,1.55344,1.73526,1.47671,-0.139874,1.53985,0.754746,1.55344,1.73526,,0.417321,6,0
P71399e9935,0,0,,,,,,,,,,,,,,,,0
Pff95561f44,0,0,,,,,,,,,,,,,,,,0
P130d4826ef,0,0,,,,,,,,,,,,,,,,0
P3692b72eac,1,1,3,0.163013,0.163013,0,-0.409992,0.259402,-0.187341,2.40428,0.084129,-0.6474,-0.409992,0.259402,,0.48506,1,0
Pa8621489c8,0,0,,,,,,,,,,,,,,,,0
P2511a36f77,0,0,,,,,,,,,,,,,,,,0
P77f7109f5b,0,0,,,,,,,,,,,,,,,,0
P3d136e77bf,0,0,,,,,,,,,,,,,,,,0
Pd89d8db6f9,0,0,,,,,,,,,,,,,,,,0
Pcfa1d05a1c,0,0,,,,,,,,,,,,,,,,0
P72048f0a4a,0,0,,,,,,,,,,,,,,,,0
P479c1cba2f,0,0,,,,,,,,,,,,,,,,0
P71e4e7122a,0,0,,,,,,,,,,,,,,,,0
P93a802efd4,0,0,,,,,,,,,,,,,,,,0
Paf9449af91,0,0,,,,,,,,,,,,,,,,0
P40d023c55e,0,0,,,,,,,,,,,,,,,,0
Pd4adc2c99d,0,0,,,,,,,,,,,,,,,,0
Pb4df715600,0,0,,,,,,,,,,,,,,,,0
P4583d7bf3c,0,0,,,,,,,,,,,,,,,,0
P884d72cac4,0,0,,,,,,,,,,,,,,,,0
Pd0398785b7,0,0,,,,,,,,,,,,,,,,0
P70fd4037fb,1,2,4,-0.227574,-0.227574,0,0.54985,0.239752,0.535968,0.748911,0.691179,0.233415,1.11009,0.636191,-0.396439,0.79375,11,0
P31c152a929,0,0,,,,,,,,,,,,,,,,0
P03ad9770c3,0,0,,,,,,,,,,,,,,,,0
Pf10c6bc653,1,1,3,0.445017,0.445017,0,-0.150683,0.497996,0.128853,-1.44472,1.68267,-0.357538,-0.150683,0.497996,,0.342679,6,0
P457b866328,0,0,,,,,,,,,,,,,,,,0
Pcad1dc504f,0,0,,,,,,,,,,,,,,,,0
P1f0712d029,0,0,,,,,,,,,,,,,,,,0
P36846c8c89,0,0,,,,,,,,,,,,,,,,0
P9badd97dfe,1,1,4,0.69038,0.69038,0,2.83523,1.9549,0.866415,0.610555,0.743538,2.40723,2.83523,1.9549,,0.658036,3,0
P030ee18cdd,0,0,,,,,,,,,,,,,,,,0
P9cb019ad12,0,0,,,,,,,,,,,,,,,,0
Pfa7ab0de3c,0,0,,,,,,,,,,,,,,,,0
Pd7fcef8bed,0,0,,,,,,,,,,,,,,,,0
Pe6a7666c97,0,0,,,,,,,,,,,,,,,,0
P91c6876a66,0,0,,,,,,,,,,,,,,,,0
Pe77b8e73a4,0,0,,,,,,,,,,,,,,,,0
P5b6cf4f1ea,0,0,,,,,,,,,,,,,,,,0
P5ea4e3ee4a,0,0,,,,,,,,,,,,,,,,0
P0aa581f174,0,0,,,,,,,,,,,,,,,,0
P8b8dcb5659,0,0,,,,,,,,,,,,,,,,0
P44ba277b42,0,0,,,,,,,,,,,,,,,,0
Pa74bde45e0,0,0,,,,,,,,,,,,,,,,0
P4ff3e30134,0,0,,,,,,,,,,,,,,,,0
Pff631d1742,0,0,,,,,,,,,,,,,,,,0
Pc4eb6bb8ac,0,0,,,,,,,,,,,,,,,,0
Pf0fd005549,0,0,,,,,,,,,,,,,,,,0
Pd00c1b3d5c,0,0,,,,,,,,,,,,,,,,0
Pe0ef621774,0,0,,,,,,,,,,,,,,,,0
Pd2d3c5dc1a,0,0,,,,,,,,,,,,,,,,0
Pfc89c2e5d3,0,0,,,,,,,,,,,,,,,,0
Pf54b3f87be,0,0,,,,,,,,,,,,,,,,0
P300c3416e0,0,0,,,,,,,,,,,,,,,,0
Pf9546cce6b,0,0,,,,,,,,,,,,,,,,0
P150b11f782,0,0,,,,,,,,,,,,,,,,0
P704ac3a95d,0,0,,,,,,,,,,,,,,,,0
P621ab8f1c3,0,0,,,,,,,,,,,,,,,,0
P969b4447cc,0,0,,,,,,,,,,,,,,,,0
Pdda2ebeb84,0,0,,,,,,,,,,,,,,,,0
P9951cfb317,0,0,,,,,,,,,,,,,,,,0
P588407dc89,0,0,,,,,,,,,,,,,,,,0
Pa47e64a2a6,0,0,,,,,,,,,,,,,,,,0
P983ac07ff1,0,0,,,,,,,,,,,,,,,,0
P65cc7bdb71,0,0,,,,,,,,,,,,,,,,0
P0843caad4a,0,0,,,,,,,,,,,,,,,,0
P21808403e2,0,0,,,,,,,,,,,,,,,,0
P082336d76f,0,0,,,,,,,,,,,,,,,,0
P3e86849b89,1,1,4,0.41157,0.41157,0,0.839746,1.06398,-0.153791,0.122028,-0.589244,1.05256,0.839746,1.06398,,0.716845,4,0
Pa99e47f62c,0,0,,,,,,,,,,,,,,,,0
P26d0fde68c,0,0,,,,,,,,,,,,,,,,0
P8af3d1371a,0,0,,,,,,,,,,,,,,,,0
Pa617e8f0a5,0,0,,,,,,,,,,,,,,,,0
Pda7b1a3831,0,0,,,,,,,,,,,,,,,,0
P02bad696ed,0,0,,,,,,,,,,,,,,,,0
P4e2fe9e886,0,0,,,,,,,,,,,,,,,,0
P85b734a34a,0,0,,,,,,,,,,,,,,,,0
P281db24dd9,0,0,,,,,,,,,,,,,,,,0
P5d11abfd72,0,0,,,,,,,,,,,,,,,,0
Paa313fca48,0,0,,,,,,,,,,,,,,,,0
P4230b28232,0,0,,,,,,,,,,,,,,,,0
Pac3967f922,0,0,,,,,,,,,,,,,,,,0
Pdab3fd555f,0,0,,,,,,,,,,,,,,,,0
P8147190bb3,0,0,,,,,,,,,,,,,,,,0
P0c7e217388,0,0,,,,,,,,,,,,,,,,0
P3da5d3f3f2,0,0,,,,,,,,,,,,,,,,0
Pc594742bb0,0,0,,,,,,,,,,,,,,,,0
P460426d8cf,0,0,,,,,,,,,,,,,,,,0
Pf75780948d,0,0,,,,,,,,,,,,,,,,0
P2c6f1d319f,0,0,,,,,,,,,,,,,,,,0
P2e77fdcd5f,0,0,,,,,,,,,,,,,,,,0
Pf3464e2f59,0,0,,,,,,,,,,,,,,,,0
P2c763c66dd,0,0,,,,,,,,,,,,,,,,0
Pb463182292,0,0,,,,,,,,,,,,,,,,0
P35327cfd09,0,0,,,,,,,,,,,,,,,,0
Pe9bc98eac8,0,0,,,,,,,,,,,,,,,,0
P142c728ffd,0,0,,,,,,,,,,,,,,,,0
Pd51997c12f,0,0,,,,,,,,,,,,,,,,0
P10bd72ac44,0,0,,,,,,,,,,,,,,,,0
Pfe62281f0a,0,0,,,,,,,,,,,,,,,,0
P02b23e4abb,0,0,,,,,,,,,,,,,,,,0
Pe21e6b7c7b,0,0,,,,,,,,,,,,,,,,0
P3fe07be031,0,0,,,,,,,,,,,,,,,,0
P832ba46d69,0,0,,,,,,,,,,,,,,,,0
P4dedf6acf4,0,0,,,,,,,,,,,,,,,,0
P71a175d36d,0,0,,,,,,,,,,,,,,,,0
P6696ac3d31,0,0,,,,,,,,,,,,,,,,0
P0790a32ce5,0,0,,,,,,,,,,,,,,,,0
P6bb68789bc,0,0,,,,,,,,,,,,,,,,0
Pc9e1d3e456,0,0,,,,,,,,,,,,,,,,0
Pd74e65b4cd,0,0,,,,,,,,,,,,,,,,0
Pcf6cf087a0,0,0,,,,,,,,,,,,,,,,0
P6c257fc7cf,0,0,,,,,,,,,,,,,,,,0
P1ee807d537,0,0,,,,,,,,,,,,,,,,0
P6c19d2b0fb,0,0,,,,,,,,,,,,,,,,0
P9adb5133bc,1,1,3,0.327094,0.327094,0,1.4661,1.99166,2.16497,-0.0883643,2.15928,-0.335694,1.4661,1.99166,,0.561458,1,0
P5828555cba,0,0,,,,,,,,,,,,,,,,0
Pbe11f21cfa,0,0,,,,,,,,,,,,,,,,0
P03a04d0174,0,0,,,,,,,,,,,,,,,,0
P57cf716ba7,0,0,,,,,,,,,,,,,,,,0
Pfdd109f0e1,0,0,,,,,,,,,,,,,,,,0
Pe0ad9b9ce5,1,1,4,0.0583802,0.0583802,0,0.443296,0.770732,1.33557,-0.189694,2.22996,-0.215636,0.443296,0.770732,,0.643631,5,0
Pe7315ec2ca,0,0,,,,,,,,,,,,,,,,0
P1f2e422e9e,1,1,3,0.326219,0.326219,0,0.714921,1.00734,1.0269,3.22925,0.393064,0.670469,0.714921,1.00734,,0.25375,1,0
Pfe47889811,0,0,,,,,,,,,,,,,,,,0
P32b1031886,0,0,,,,,,,,,,,,,,,,0
P719eb17c3d,0,0,,,,,,,,,,,,,,,,0
Pc46db0f497,0,0,,,,,,,,,,,,,,,,0
P64527f643b,0,0,,,,,,,,,,,,,,,,0
P09c06de7d5,0,0,,,,,,,,,,,,,,,,0
P40472c4e0a,0,0,,,,,,,,,,,,,,,,0
P452df756e1,0,0,,,,,,,,,,,,,,,,0
P727c27e864,0,0,,,,,,,,,,,,,,,,0
P07046a9145,0,0,,,,,,,,,,,,,,,,0
P8379cd574e,0,0,,,,,,,,,,,,,,,,0
Pab6fbc3e77,0,0,,,,,,,,,,,,,,,,0
Pba42781d58,0,0,,,,,,,,,,,,,,,,0
Pb0a8811014,0,0,,,,,,,,,,,,,,,,0
P3096036b7b,0,0,,,,,,,,,,,,,,,,0
Pa0f574a8a8,0,0,,,,,,,,,,,,,,,,0
Pb657fdb74e,0,0,,,,,,,,,,,,,,,,0
P8cbd82dcf2,0,0,,,,,,,,,,,,,,,,0
Pfa7a6f2536,0,0,,,,,,,,,,,,,,,,0
Pbfdaa31fd0,1,1,4,0.43942,0.43942,0,1.46726,2.66565,2.05198,1.09016,2.12114,0.129248,1.46726,2.66565,,0.53256,1,0
P12c0373e62,0,0,,,,,,,,,,,,,,,,0
P86df290cda,0,0,,,,,,,,,,,,,,,,0
P16b88a2183,1,1,4,0.650239,0.650239,0,2.84874,1.83926,0.958272,0.689235,1.89328,2.5328,2.84874,1.83926,,0.412381,1,0
Pce7c8a9da0,1,1,4,0.305262,0.305262,0,1.5785,0.531702,1.16933,-0.367343,-0.984812,0.858149,1.5785,0.531702,,0.705833,3,0
P7d4b1d6e8f,0,0,,,,,,,,,,,,,,,,0
Pab39ee5462,1,1,4,-0.43671,-0.43671,0,1.24659,1.18593,0.299927,1.38167,0.829782,1.23482,1.24659,1.18593,,0.664702,10,0
Pe3c0fc5a9e,0,0,,,,,,,,,,,,,,,,0
P919e355315,1,1,4,0.611908,0.611908,0,-0.173651,-0.0437783,-0.190375,0.441224,0.415217,-0.406971,-0.173651,-0.0437783,,0.310952,1,0
P4b5f95e771,0,0,,,,,,,,,,,,,,,,0
Pa89859be17,0,0,,,,,,,,,,,,,,,,0
P3a3a5bbbef,0,0,,,,,,,,,,,,,,,,0
P9d848af991,0,0,,,,,,,,,,,,,,,,0
P3a5b76349f,0,0,,,,,,,,,,,,,,,,0
Pa95793f720,0,0,,,,,,,,,,,,,,,,0
P14882ceff6,0,0,,,,,,,,,,,,,,,,0
P416088a2b5,0,0,,,,,,,,,,,,,,,,0
P97df826a61,0,0,,,,,,,,,,,,,,,,0
Pae46fa4aa5,0,0,,,,,,,,,,,,,,,,0
P3b1e823247,0,0,,,,,,,,,,,,,,,,0
Pa5128e8532,0,0,,,,,,,,,,,,,,,,0
P63014948f5,0,0,,,,,,,,,,,,,,,,0
P4e8883caf8,0,0,,,,,,,,,,,,,,,,0
P5cba6e4b4b,0,0,,,,,,,,,,,,,,,,0
Pa6b76d042d,1,1,3,-0.0901085,-0.0901085,0,0.619072,0.847622,0.623565,1.01917,0.21348,-0.0282244,0.619072,0.847622,,0.480833,1,0
P1191691c20,1,1,4,-0.666695,-0.666695,0,1.6785,1.44572,0.833069,0.0677614,-0.10508,1.08883,1.6785,1.44572,,0.774821,4,0
P8be99fecd0,1,1,4,-0.110899,-0.110899,0,0.665489,1.33181,0.997108,0.323431,-0.154034,-0.142752,0.665489,1.33181,,0.431071,1,0
Pa408da26a2,0,0,,,,,,,,,,,,,,,,0
Pc69570e4d2,1,1,4,0.0752782,0.0752782,0,-0.247068,1.03442,-0.593115,2.1609,1.89058,0.519145,-0.247068,1.03442,,0.309524,1,0
P76ebdc8d77,1,2,3,0.587195,-0.458492,0,1.19529,1.1888,0.331936,3.68462,1.23139,1.78031,1.19529,1.1888,0.549737,0.675208,2,0
P70fa3dc827,1,2,4,-0.253271,-1.39883,1,1.31445,0.160649,-0.230636,-0.190003,0.317237,1.94802,1.31445,1.89163,-1.73098,0.793214,3,0
P9345155d6a,0,0,,,,,,,,,,,,,,,,0
Pa2e8c74c1f,0,0,,,,,,,,,,,,,,,,0
Paac5dcb74c,0,0,,,,,,,,,,,,,,,,0
P20596267f7,0,0,,,,,,,,,,,,,,,,0
P8c8d5105c2,1,1,4,0.0615886,0.0615886,0,0.237905,0.379312,0.426844,1.39843,0.203436,0.210826,0.237905,0.379312,,0.495595,1,0
Pd5316f2e65,0,0,,,,,,,,,,,,,,,,0
Pe22f69b7a0,0,0,,,,,,,,,,,,,,,,0
P123f055136,0,0,,,,,,,,,,,,,,,,0
Pc5f6ac0bb7,0,0,,,,,,,,,,,,,,,,0
Pafb050f1ad,0,0,,,,,,,,,,,,,,,,0
P76f8234113,0,0,,,,,,,,,,,,,,,,0
P6876f611cb,0,0,,,,,,,,,,,,,,,,0
Pd6b4848f72,0,0,,,,,,,,,,,,,,,,0
P7c29e11a29,0,0,,,,,,,,,,,,,,,,0
P9a2935e78c,0,0,,,,,,,,,,,,,,,,0
Paee04abbe6,0,0,,,,,,,,,,,,,,,,0
Pa067c50f94,0,0,,,,,,,,,,,,,,,,0
Pd3eb42d2a8,0,0,,,,,,,,,,,,,,,,0
Pd4287ba490,1,1,3,-0.0490399,-0.0490399,0,0.380458,0.781012,1.33632,0.552546,0.284862,0.0593942,0.380458,0.781012,,0.802262,6,0
Pdd8eeaed18,0,0,,,,,,,,,,,,,,,,0
P2e38feab3a,0,0,,,,,,,,,,,,,,,,0
P3698c87daf,0,0,,,,,,,,,,,,,,,,0
P9e732e040b,0,0,,,,,,,,,,,,,,,,0
P6521ad0003,0,0,,,,,,,,,,,,,,,,0
P8d79cd923c,0,0,,,,,,,,,,,,,,,,0
P13f00227af,0,0,,,,,,,,,,,,,,,,0
P836329e077,1,2,4,0.328977,0.0916343,0,1.36777,0.446834,0.624433,0.406256,-0.541107,0.961306,1.67817,1.09134,-0.64451,0.725357,8,0
Pfd5185bdf5,0,0,,,,,,,,,,,,,,,,0
Pc064a30c43,0,0,,,,,,,,,,,,,,,,0
Paf2b091294,0,0,,,,,,,,,,,,,,,,0
P50d6953351,0,0,,,,,,,,,,,,,,,,0
Pa06f6a14b5,0,0,,,,,,,,,,,,,,,,0
Pbccc770021,0,0,,,,,,,,,,,,,,,,0
P19ae0a39ff,0,0,,,,,,,,,,,,,,,,0
P868c7d320b,0,0,,,,,,,,,,,,,,,,0
Pe54f989cc8,0,0,,,,,,,,,,,,,,,,0
Pc25f9380ba,0,0,,,,,,,,,,,,,,,,0
Pdeabbe5993,0,0,,,,,,,,,,,,,,,,0
Pc99b219586,0,0,,,,,,,,,,,,,,,,0
P22caf129cd,0,0,,,,,,,,,,,,,,,,0
P0234a21988,0,0,,,,,,,,,,,,,,,,0
P32ad967364,0,0,,,,,,,,,,,,,,,,0
P821b19c2a1,1,1,4,0.15194,0.15194,0,2.62539,2.20229,1.64075,-0.683488,-0.443832,1.08404,2.62539,2.20229,,0.45994,1,0
P9f0e3aa432,0,0,,,,,,,,,,,,,,,,0
P8683784c59,0,0,,,,,,,,,,,,,,,,0
P47d96f257b,1,2,4,-0.686641,-0.686641,0,0.39392,0.0438269,0.47187,-0.370423,-0.261587,0.312927,0.39392,0.0438269,0.225767,0.519643,7,0
P98f4c6dfa5,1,1,3,0.351929,0.351929,0,-0.245232,-0.529321,-0.801214,-1.44472,0.371185,0.480441,-0.245232,-0.529321,,0.542361,11,0
Pc60f6451c1,0,0,,,,,,,,,,,,,,,,0
P017b3a2bee,0,0,,,,,,,,,,,,,,,,0
Pfc4c07b799,1,1,3,-0.247866,-0.247866,0,1.0207,0.450964,0.807115,0.250493,-0.863813,0.796908,1.0207,0.450964,,0.792361,6,0
Pc44acb797a,0,0,,,,,,,,,,,,,,,,0
P719dac14cb,0,0,,,,,,,,,,,,,,,,0
P328e73174e,0,0,,,,,,,,,,,,,,,,0
P39f2672d8d,0,0,,,,,,,,,,,,,,,,0
P750617fadd,0,0,,,,,,,,,,,,,,,,0
P7c732b276f,0,0,,,,,,,,,,,,,,,,0
P93a0142eda,0,0,,,,,,,,,,,,,,,,0
Pec93c68939,0,0,,,,,,,,,,,,,,,,0
P539be6c711,1,2,3,0.038402,-1.22784,1,2.78672,2.72327,1.22193,2.17436,2.32955,2.2602,2.78672,2.72327,2.26752,0.803056,8,0
P96bc00aaed,0,0,,,,,,,,,,,,,,,,0
P6b997b8b4f,0,0,,,,,,,,,,,,,,,,0
P3e1b393a8c,0,0,,,,,,,,,,,,,,,,0
P3ebbedffb1,0,0,,,,,,,,,,,,,,,,0
Pe2f97b33d4,0,0,,,,,,,,,,,,,,,,0
P54ce020bc4,0,0,,,,,,,,,,,,,,,,0
P144ed94c77,1,1,4,-1.23892,-1.23892,1,1.94889,2.61369,0.468307,-0.405012,5.47086,1.9175,1.94889,2.61369,,0.5625,2,
P664a2ede66,0,0,,,,,,,,,,,,,,,,
P51e5ade0ce,0,0,,,,,,,,,,,,,,,,
P1999b4880f,0,0,,,,,,,,,,,,,,,,
P9180c4596b,0,0,,,,,,,,,,,,,,,,
Pa813594724,1,1,3,0.566487,0.566487,0,-0.707011,1.43367,-0.719823,2.90418,3.32773,-0.365144,-0.707011,1.43367,,0.498472,1,
Pa4e79c2199,0,0,,,,,,,,,,,,,,,,
P7bf5b1ca03,0,0,,,,,,,,,,,,,,,,
Pe60cc64195,0,0,,,,,,,,,,,,,,,,
Pf0ef0714b6,0,0,,,,,,,,,,,,,,,,
P0035c2f0b3,0,0,,,,,,,,,,,,,,,,
Pdcc28d7d6b,0,0,,,,,,,,,,,,,,,,
Pfdcf13c664,0,0,,,,,,,,,,,,,,,,
P0b253c1504,0,0,,,,,,,,,,,,,,,,
P6b4a74f110,0,0,,,,,,,,,,,,,,,,
P523c5eb5e6,0,0,,,,,,,,,,,,,,,,
Pf07b0c62fd,0,0,,,,,,,,,,,,,,,,
P3dd06c5ebd,0,0,,,,,,,,,,,,,,,,
P0db0d3c576,0,0,,,,,,,,,,,,,,,,
P1e59a7a7a1,1,1,3,0.101043,0.101043,0,4.1346,3.68652,1.91317,0.53037,0.188852,2.7661,4.1346,3.68652,,0.435556,1,
P9a144a10c5,0,0,,,,,,,,,,,,,,,,
Pd742da0a27,0,0,,,,,,,,,,,,,,,,
P47a1cc70a3,0,0,,,,,,,,,,,,,,,,
Pbcdd20a9f9,0,0,,,,,,,,,,,,,,,,
P26ad072598,0,0,,,,,,,,,,,,,,,,
P2a6c79e3dc,0,0,,,,,,,,,,,,,,,,
Pb4a7c38947,0,0,,,,,,,,,,,,,,,,
P6187cee451,0,0,,,,,,,,,,,,,,,,
P5698276a02,1,1,4,-1.42876,-1.42876,1,2.65384,0.990503,0.37918,-0.750483,-0.263111,2.57673,2.65384,0.990503,,0.718333,6,
P7075ac01b8,0,0,,,,,,,,,,,,,,,,
Pc4ba85a58f,0,0,,,,,,,,,,,,,,,,
P2db6f2cc8f,0,0,,,,,,,,,,,,,,,,
P9b886526e3,0,0,,,,,,,,,,,,,,,,
P89e5a35bc7,0,0,,,,,,,,,,,,,,,,
P737b0588be,0,0,,,,,,,,,,,,,,,,
Pe46a376580,0,0,,,,,,,,,,,,,,,,
Pe356195976,0,0,,,,,,,,,,,,,,,,
P0fe65d2eb8,0,0,,,,,,,,,,,,,,,,
P655613d84a,0,0,,,,,,,,,,,,,,,,
Pf85863f4bd,0,0,,,,,,,,,,,,,,,,
Pf9f33f79e7,0,0,,,,,,,,,,,,,,,,
P71f8c1b48d,0,0,,,,,,,,,,,,,,,,
Pbf5a7a4d5b,0,0,,,,,,,,,,,,,,,,
P7200ebcdd8,0,0,,,,,,,,,,,,,,,,
Pc074e62881,0,0,,,,,,,,,,,,,,,,
P7c2cc1d590,0,0,,,,,,,,,,,,,,,,
P659b205e3c,0,0,,,,,,,,,,,,,,,,
P07bb9cb58f,0,0,,,,,,,,,,,,,,,,
P18c14dbf8f,0,0,,,,,,,,,,,,,,,,
Pdd1f325a63,0,0,,,,,,,,,,,,,,,,
Pa6029bb5a6,0,0,,,,,,,,,,,,,,,,
P0e1f032d1f,0,0,,,,,,,,,,,,,,,,
Pd5f2794063,0,0,,,,,,,,,,,,,,,,
Paf63a5d230,0,0,,,,,,,,,,,,,,,,
P396ba96b58,1,1,3,0.485893,0.485893,0,1.27562,2.26074,2.67039,-0.353849,2.29436,-0.509624,1.27562,2.26074,,0.288125,1,
Paf99c23c4d,0,0,,,,,,,,,,,,,,,,
P9305edebac,0,0,,,,,,,,,,,,,,,,
Pae8a88e0e7,0,0,,,,,,,,,,,,,,,,
P2dc9628338,0,0,,,,,,,,,,,,,,,,
Pc51154c628,0,0,,,,,,,,,,,,,,,,
P8bf21cf88b,0,0,,,,,,,,,,,,,,,,
P2890042448,0,0,,,,,,,,,,,,,,,,
P57690f53ec,0,0,,,,,,,,,,,,,,,,
P5dad28f6cf,0,0,,,,,,,,,,,,,,,,
P5d94de4385,0,0,,,,,,,,,,,,,,,,
P4e9a2418a1,0,0,,,,,,,,,,,,,,,,
Pe8ffde2213,0,0,,,,,,,,,,,,,,,,
P3fd81a75e9,0,0,,,,,,,,,,,,,,,,
P9aef7770b8,0,0,,,,,,,,,,,,,,,,
P3860306e22,0,0,,,,,,,,,,,,,,,,
P441a89e79f,0,0,,,,,,,,,,,,,,,,
P9d84442310,0,0,,,,,,,,,,,,,,,,
