file,url,season,kind,bytes,rows,sha256,fetched_utc,robots_allowed,crawl_delay_s,user_agent
raw/adv_2025.csv,https://barttorvik.com/getadvstats.php?year=2025&csv=1,2025,player_season,1975100,5060,6f1a0d66683b2183110da95b8ae914bca6bde500a2648a201874d5d4b7ef425c,2026-09-08T05:58:03Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/adv_2026.csv,https://barttorvik.com/getadvstats.php?year=2026&csv=1,2026,player_season,1952508,4978,3845203d35982cad83f832eeffa93a7bb2d2ddd3fd60e8b23cdaa4002a55a58b,2026-09-08T05:58:27Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2008.csv,https://barttorvik.com/getgamestats.php?year=2008&csv=1,2008,team_game,4209865,10490,143dd5153da8392ad2f74917ade6166ed0bc86b27a6dc136c5b32ec67097eebb,2026-09-08T05:52:12Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2009.csv,https://barttorvik.com/getgamestats.php?year=2009&csv=1,2009,team_game,5644130,10658,711af11e3e04c119fe8610e46717536352e4fda883b5d27c58de434d73570162,2026-09-08T05:52:34Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2010.csv,https://barttorvik.com/getgamestats.php?year=2010&csv=1,2010,team_game,5809303,10772,b2c691e98330207ff6b224faf2cd44de869fcd9d0a8856f98a273c64180ba15d,2026-09-08T05:52:57Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2011.csv,https://barttorvik.com/getgamestats.php?year=2011&csv=1,2011,team_game,5798102,10760,89b1755176e0aa0c79f10f1681598ca2aeda37ed35a41bec7c6e729287f07c27,2026-09-08T05:53:20Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2012.csv,https://barttorvik.com/getgamestats.php?year=2012&csv=1,2012,team_game,5813414,10796,5f334deeebb9b9f6971c8377c0b9fb6cf73da2ac32e6ad817f64e96bbc761285,2026-09-08T05:53:42Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2013.csv,https://barttorvik.com/getgamestats.php?year=2013&csv=1,2013,team_game,5883151,10922,8e94e7b6bc88ba86ad76acf6b96d0ee46374e1689f500a606763c17194e94fc0,2026-09-08T05:54:05Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2014.csv,https://barttorvik.com/getgamestats.php?year=2014&csv=1,2014,team_game,5925913,11006,bc4692d23d1f3078e5c54e7ec1fea93f33a3ef66bc2c64c25377cd031fe8e721,2026-09-08T05:54:28Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2015.csv,https://barttorvik.com/getgamestats.php?year=2015&csv=1,2015,team_game,4699582,10998,8d9b764e5a9e192fc8ae34bec06017741025dccea8d16f1611b171615b5b0998,2026-09-08T05:54:51Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2016.csv,https://barttorvik.com/getgamestats.php?year=2016&csv=1,2016,team_game,4778204,11032,1eaf83534b9a3697c814e6d82f737051fa57ab06661c59564ca98b9582ddf1e0,2026-09-08T05:55:13Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2017.csv,https://barttorvik.com/getgamestats.php?year=2017&csv=1,2017,team_game,5212476,11070,6a430254c2aae1a1410c428a69a975088677334377e4fa7869116706ba33ae2d,2026-09-08T05:55:36Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2018.csv,https://barttorvik.com/getgamestats.php?year=2018&csv=1,2018,team_game,4847908,11080,4c62abab355e5b5771f8a4accfd665583d10ef07e1baeef33a062c7b0c5466be,2026-09-08T05:55:58Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2019.csv,https://barttorvik.com/getgamestats.php?year=2019&csv=1,2019,team_game,4896914,11206,645b879247571949fa7f7959b9bae87587e0e25b97622414292c0baefb63babb,2026-09-08T05:51:27Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2020.csv,https://barttorvik.com/getgamestats.php?year=2020&csv=1,2020,team_game,4652319,10656,02b7e767b4fa931c44177de33246fbad724876e247992928350d82ac8fe913f3,2026-09-08T05:56:21Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2021.csv,https://barttorvik.com/getgamestats.php?year=2021&csv=1,2021,team_game,3372104,7888,2dc4ca0bd77e1bd7218564bc93c2f346f106c30e26efd99cd62608f2e278859f,2026-09-08T05:56:44Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2022.csv,https://barttorvik.com/getgamestats.php?year=2022&csv=1,2022,team_game,4677659,10950,c13fb8cee46a556434a76d3fbc1d44bb075aede0e7b8854dc95c56648f623e05,2026-09-08T05:57:07Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2023.csv,https://barttorvik.com/getgamestats.php?year=2023&csv=1,2023,team_game,4886882,11428,659400af0d8b697c92c59f9c034a717153d391bdbda17f676c13c01886b05449,2026-09-08T05:57:29Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2024.csv,https://barttorvik.com/getgamestats.php?year=2024&csv=1,2024,team_game,4900192,11452,bda843e0b8abb07082351cd2151eadd59328dd57ac9c120f65a93b52b83ed6f4,2026-09-08T05:57:52Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2025.csv,https://barttorvik.com/getgamestats.php?year=2025&csv=1,2025,team_game,4911471,11528,a68f7106f47e2f301bd96020eaa8157bd19150df0c042889ec734f50abd7ad06,2026-09-08T05:58:15Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/games_2026.csv,https://barttorvik.com/getgamestats.php?year=2026&csv=1,2026,team_game,4908328,11504,f5fee034cf25bec2d45bd3f4a585680e7fe8ea0b98b701b356b1343acdfa5946,2026-09-08T05:58:39Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
