year,list,pid,tier,name_on_page
2011,green_room,Pb0e43997bd,exact,Klay Thompson
2011,green_room,Pc8dae45369,exact,Tristan Thompson
2011,green_room,Pb5da2dd439,exact,Jonas Valančiūnas
2011,green_room,P4ec69893f6,exact,Jan Veselý
2011,green_room,P2e890c30d2,exact,Kemba Walker
2011,green_room,Pb035a35ee9,exact,Derrick Williams
2011,early_entrant,P9e7b32dc92,exact,Alec Burks
2011,early_entrant,P477dab5e0e,exact,DeAngelo Casto
2011,early_entrant,Pc5bce4fd0c,exact,Jeremy Green
2011,early_entrant,Pe1228b6b2c,exact,Jordan Hamilton
2011,early_entrant,Pce627023f0,exact,Tobias Harris
2011,early_entrant,P2e873db9ac,exact,Tyler Honeycutt
2011,early_entrant,P575f19a655,exact,Kyrie Irving
2011,early_entrant,P9cc36d2c64,exact,Reggie Jackson
2011,early_entrant,Pbb710ba6e6,exact,Terrence Jennings
2011,early_entrant,P4d8e3ba87c,exact,Cory Joseph
2011,early_entrant,P5969d3ea2a,exact,Enes Kanter
2011,early_entrant,P4a7a8900d7,exact,Brandon Knight
2011,early_entrant,P52af59d765,exact,Malcolm Lee
2011,early_entrant,P22add316a5,exact,Kawhi Leonard
2011,early_entrant,P36b818b767,exact,Travis Leslie
2011,early_entrant,P7f14bdd3aa,exact,DeAndre Liggins
2011,early_entrant,P43d78a0411,exact,Shelvin Mack
2011,early_entrant,P7df7e92bd1,exact,Keishawn Mayes
2011,early_entrant,Pde91f9542b,exact,Darius Morris
2011,early_entrant,P268ca85d2e,exact,Marcus Morris
2011,early_entrant,P2d49f5a403,exact,Markieff Morris
2011,early_entrant,Pd30706ab20,exact,Willie Reed
2011,early_entrant,P42d7cc83b1,exact,Jereme Richmond
2011,early_entrant,P10819fb965,exact,Carleton Scott
2011,early_entrant,Pc4acbf93e3,exact,Josh Selby
2011,early_entrant,P47e2698d94,exact,Iman Shumpert
2011,early_entrant,P701bdb09e4,exact,Chris Singleton
2011,early_entrant,P13a0e44cab,exact,Greg Smith
2011,early_entrant,P3ce7981258,exact,Isaiah Thomas
2011,early_entrant,P2c06075e55,exact,Trey Thompkins
2011,early_entrant,Pb0e43997bd,exact,Klay Thompson
2011,early_entrant,Pc8dae45369,exact,Tristan Thompson
2011,early_entrant,Pbbfb6a2c4a,exact,Nikola Vučević
2011,early_entrant,P2e890c30d2,exact,Kemba Walker
2011,early_entrant,P47e4bd26a8,exact,Antoine Watson
2011,early_entrant,Pb035a35ee9,exact,Derrick Williams
2011,early_entrant,P629d2ef8de,exact,Jordan Williams
2011,early_entrant,P2606a3d161,exact,Dāvis Bertāns
2011,early_entrant,P148aecdd52,exact,Bismack Biyombo
2011,early_entrant,P31bc34ca23,exact,Nikola Mirotic
2011,early_entrant,Pce366ff1b3,exact,Donatas Motiejūnas
2011,early_entrant,Pb5da2dd439,exact,Jonas Valančiūnas
2011,early_entrant,P4ec69893f6,exact,Jan Veselý
2011,intl_early_entrant,P2606a3d161,exact,Dāvis Bertāns
2011,intl_early_entrant,P148aecdd52,exact,Bismack Biyombo
2011,intl_early_entrant,P31bc34ca23,exact,Nikola Mirotic
2011,intl_early_entrant,Pce366ff1b3,exact,Donatas Motiejūnas
2011,intl_early_entrant,Pb5da2dd439,exact,Jonas Valančiūnas
2011,intl_early_entrant,P4ec69893f6,exact,Jan Veselý
2011,auto_eligible,P3e5e9d6579,exact,Jeremy Tyler
2012,green_room,Pb5ebcb5d6c,exact,Harrison Barnes
2012,green_room,Pa260a40e68,exact,Bradley Beal
2012,green_room,P163aa00374,exact,Anthony Davis
2012,green_room,P4e4e438f6e,exact,Andre Drummond
2012,green_room,P400aecdd2c,exact,John Henson
2012,green_room,P272afc1b90,exact,Michael Kidd-Gilchrist
2012,green_room,P4d2e34ba12,exact,Jeremy Lamb
2012,green_room,P3f927eeca6,exact,Meyers Leonard
2012,green_room,Pf9e0178b31,exact,Damian Lillard
2012,green_room,P2320c27578,exact,Austin Rivers
2012,green_room,Pf849910cdc,exact,Thomas Robinson
2012,green_room,Pc3d030ae81,exact,Terrence Ross
2012,green_room,P43f8251240,exact,Dion Waiters
2012,green_room,Pbc5d4fc393,exact,Tyler Zeller
2012,early_entrant,Pb5ebcb5d6c,exact,Harrison Barnes
2012,early_entrant,P798e5b71ce,exact,Will Barton
2012,early_entrant,Pa260a40e68,exact,Bradley Beal
2012,early_entrant,P91c52ea937,exact,J'Covan Brown
2012,early_entrant,P337ea84d5c,exact,Dominic Cheek
2012,early_entrant,P31e884be2b,exact,Jared Cunningham
2012,early_entrant,P163aa00374,exact,Anthony Davis
2012,early_entrant,P4e4e438f6e,exact,Andre Drummond
2012,early_entrant,Pd7b7b2dd0a,exact,Dominique Ferguson
2012,early_entrant,Pbfcceae701,exact,Justin Hamilton
2012,early_entrant,P400aecdd2c,exact,John Henson
2012,early_entrant,P6d4d3ba13b,exact,John Jenkins
2012,early_entrant,Pd2430f6dfc,exact,Perry Jones III
2012,early_entrant,Pcfae2f19b7,exact,Terrence Jones
2012,early_entrant,P272afc1b90,exact,Michael Kidd-Gilchrist
2012,early_entrant,P47e358160b,exact,Doron Lamb
2012,early_entrant,P4d2e34ba12,exact,Jeremy Lamb
2012,early_entrant,P3f927eeca6,exact,Meyers Leonard
2012,early_entrant,Pf9e0178b31,exact,Damian Lillard
2012,early_entrant,Pca1e2194fa,exact,Kendall Marshall
2012,early_entrant,Pa3f9e715ae,exact,Fab Melo
2012,early_entrant,P319cf0c2e0,exact,Khris Middleton
2012,early_entrant,P41b1bb4705,exact,Quincy Miller
2012,early_entrant,P8d6fb61ea0,exact,Arnett Moultrie
2012,early_entrant,P2320c27578,exact,Austin Rivers
2012,early_entrant,P3fe42ad9e3,exact,Quincy Roberts
2012,early_entrant,Pf849910cdc,exact,Thomas Robinson
2012,early_entrant,Pc3d030ae81,exact,Terrence Ross
2012,early_entrant,P84b7d3abc9,exact,Renardo Sidney
2012,early_entrant,Pfbbf8d1dd2,exact,Terrell Stoglin
2012,early_entrant,P46ea49196b,exact,Gerardo Suero
2012,early_entrant,P83b3d780d7,exact,Jared Sullinger
2012,early_entrant,P838aeb9cb6,exact,Marquis Teague
2012,early_entrant,P2561e38a80,exact,Joston Thomas
2012,early_entrant,P43f8251240,exact,Dion Waiters
2012,early_entrant,Pbe0e1f0064,exact,Maalik Wayns
2012,early_entrant,P47044d9385,exact,Royce White
2012,early_entrant,P52c65c114a,exact,Tony Wroten
2012,early_entrant,P0dca4f55c4,exact,Furkan Aldemir
2012,early_entrant,Pefaae49c8b,exact,Evan Fournier
2012,early_entrant,Pc0b16a51f2,exact,Tomáš Satoranský
2012,early_entrant,P8e2f7481af,exact,Tornike Shengelia
2012,intl_early_entrant,P0dca4f55c4,exact,Furkan Aldemir
2012,intl_early_entrant,Pefaae49c8b,exact,Evan Fournier
2012,intl_early_entrant,Pc0b16a51f2,exact,Tomáš Satoranský
2012,intl_early_entrant,P8e2f7481af,exact,Tornike Shengelia
2012,auto_eligible,P14fdb083b4,exact,Reeves Nelson
2013,green_room,P84dee8d837,exact,Steven Adams
2013,green_room,P00193b3ed9,exact,Anthony Bennett
2013,green_room,P6258e82584,exact,Trey Burke
2013,green_room,P6a23d47737,exact,Kentavious Caldwell-Pope
2013,green_room,P398088f587,exact,Michael Carter-Williams
2013,green_room,P824176de50,exact,Sergey Karasev
2013,green_room,Pde25a111c0,exact,Alex Len
2013,green_room,P3cb5a9e68b,exact,C. J. McCollum
2013,green_room,P3ede0fa0b1,exact,Ben McLemore
2013,green_room,P854bff0ae3,exact,Nerlens Noel
2013,green_room,Pca1c024cab,exact,Victor Oladipo
2013,green_room,Pf7f191defd,exact,Otto Porter
2013,green_room,P84101ffd6c,exact,Cody Zeller
2013,early_entrant,P84dee8d837,exact,Steven Adams
2013,early_entrant,P00193b3ed9,exact,Anthony Bennett
2013,early_entrant,Pf22b67943e,exact,Vander Blue
2013,early_entrant,P45b94f1aab,exact,Lorenzo Brown
2013,early_entrant,Pccb83c9fcb,exact,Reggie Bullock
2013,early_entrant,P6258e82584,exact,Trey Burke
2013,early_entrant,P6a23d47737,exact,Kentavious Caldwell-Pope
2013,early_entrant,P398088f587,exact,Michael Carter-Williams
2013,early_entrant,Pc1b5416459,exact,Adrien Coleman
2013,early_entrant,Pcad0645e5a,exact,Allen Crabbe
2013,early_entrant,Pecca0a47dd,exact,Dewayne Dedmon
2013,early_entrant,P17a4a5cfae,exact,Gorgui Dieng
2013,early_entrant,Pfb1f867cde,exact,Jamaal Franklin
2013,early_entrant,Pa33d5803eb,exact,Archie Goodwin
2013,early_entrant,Pf825457ab4,exact,"Tim Hardaway, Jr."
2013,early_entrant,Pf1323eea4d,exact,Grant Jerrett
2013,early_entrant,P19dba9c1fd,exact,Christian Kabongo
2013,early_entrant,Pf1615243ab,exact,Myck Kabongo
2013,early_entrant,P36f801ddc1,exact,Shane Larkin
2013,early_entrant,Pea46ee56c1,exact,Ricky Ledo
2013,early_entrant,Pde25a111c0,exact,Alex Len
2013,early_entrant,Pb5f5bff7e1,exact,Nurideen Lindsey
2013,early_entrant,P4c0b663d25,exact,Amath M'Baye
2013,early_entrant,Pf209014384,exact,"Ray McCallum, Jr."
2013,early_entrant,P3ede0fa0b1,exact,Ben McLemore
2013,early_entrant,P58c3f134a2,exact,Tony Mitchell
2013,early_entrant,P93a13b19c2,exact,Shabazz Muhammad
2013,early_entrant,P854bff0ae3,exact,Nerlens Noel
2013,early_entrant,Pca1c024cab,exact,Victor Oladipo
2013,early_entrant,P1100d011d0,exact,Kelly Olynyk
2013,early_entrant,Pf7f191defd,exact,Otto Porter
2013,early_entrant,P93861fcc04,exact,Marshawn Powell
2013,early_entrant,P591a253b3e,exact,Phil Pressey
2013,early_entrant,P70aaa5fb09,exact,André Roberson
2013,early_entrant,P7d1e9516ee,exact,Trevis Simpson
2013,early_entrant,Pdbcc4b2801,exact,Tony Snell
2013,early_entrant,P6a5ab4372a,exact,Tahj Tate
2013,early_entrant,P1497c83aba,exact,Adonis Thomas
2013,early_entrant,P607c704c53,exact,Deshaun Thomas
2013,early_entrant,P84101ffd6c,exact,Cody Zeller
2013,early_entrant,P56b91ee390,exact,Álex Abrines
2013,early_entrant,P2ad610b277,exact,Giannis Antetokounmpo
2013,early_entrant,Pb18185e9fe,exact,Rudy Gobert
2013,early_entrant,P824176de50,exact,Sergey Karasev
2013,early_entrant,Pa9d4084dfb,firstpfx,Raulzinho Neto
2013,early_entrant,P9702e35c0a,exact,Lucas Nogueira
2013,early_entrant,P9dbf445dc5,exact,Dennis Schröder
2013,intl_early_entrant,P56b91ee390,exact,Álex Abrines
2013,intl_early_entrant,P2ad610b277,exact,Giannis Antetokounmpo
2013,intl_early_entrant,Pb18185e9fe,exact,Rudy Gobert
2013,intl_early_entrant,P824176de50,exact,Sergey Karasev
2013,intl_early_entrant,Pa9d4084dfb,firstpfx,Raulzinho Neto
2013,intl_early_entrant,P9702e35c0a,exact,Lucas Nogueira
2013,intl_early_entrant,P9dbf445dc5,exact,Dennis Schröder
2013,auto_eligible,P488064c36d,exact,"Glen Rice, Jr."
2014,green_room,P2171d2817b,exact,Joel Embiid
2014,green_room,Pea7725adea,exact,Tyler Ennis
2014,green_room,Pc9a1f10582,exact,Dante Exum
2014,green_room,P11fb43c4ea,exact,Aaron Gordon
2014,green_room,P465ab55c02,exact,Gary Harris
2014,green_room,P2f95e0c256,exact,Rodney Hood
2014,green_room,P96c6ba4e0f,exact,Zach LaVine
2014,green_room,Pc7e0f691c6,exact,Doug McDermott
2014,green_room,P5c19a79a93,exact,Shabazz Napier
2014,green_room,Paf95fb158c,exact,Jusuf Nurkić
2014,green_room,P23f1ba707f,exact,Jabari Parker
2014,green_room,Pa9426d162d,exact,Adreian Payne
2014,green_room,P7f1d080745,exact,Elfrid Payton
2014,green_room,P1dca1ecf2b,exact,Julius Randle
2014,green_room,P3997afa4f2,exact,Dario Šarić
2014,green_room,P1044a073cf,exact,Marcus Smart
2014,green_room,P12d1ca8d35,exact,Nik Stauskas
2014,green_room,P0a4bbd8b0a,exact,Noah Vonleh
2014,green_room,P49827cf895,exact,T. J. Warren
2014,green_room,Pdb1689c286,exact,Andrew Wiggins
2014,green_room,Pf7c7a85a9a,exact,James Young
2014,early_entrant,Pd907989bcb,exact,Jordan Adams
2014,early_entrant,P4f181909b7,exact,Kyle Anderson
2014,early_entrant,P8c2c5e7b71,exact,Isaiah Austin
2014,early_entrant,P7632bd626c,exact,Chane Behanan
2014,early_entrant,Pcb993abaa5,exact,Sim Bhullar
2014,early_entrant,P331cffbdbb,exact,Jabari Brown
2014,early_entrant,P80e599186b,exact,Jahii Carson
2014,early_entrant,Pb8a773b356,exact,Semaj Christon
2014,early_entrant,P6cee28a4f3,exact,Jordan Clarkson
2014,early_entrant,Pd35ff11e6d,exact,DeAndre Daniels
2014,early_entrant,Pab87e9a8b8,exact,Spencer Dinwiddie
2014,early_entrant,P2171d2817b,exact,Joel Embiid
2014,early_entrant,Pea7725adea,exact,Tyler Ennis
2014,early_entrant,P11fb43c4ea,exact,Aaron Gordon
2014,early_entrant,Pd8244d9a42,exact,Jerami Grant
2014,early_entrant,P465ab55c02,exact,Gary Harris
2014,early_entrant,P2f95e0c256,exact,Rodney Hood
2014,early_entrant,Pb51c66667f,exact,Nick Johnson
2014,early_entrant,Pee1a8f2e9d,exact,Alex Kirk
2014,early_entrant,P96c6ba4e0f,exact,Zach LaVine
2014,early_entrant,Pa380a0ce3c,exact,James Michael McAdoo
2014,early_entrant,P24fc987f38,exact,K. J. McDaniels
2014,early_entrant,Pccdaab2014,exact,Mitch McGary
2014,early_entrant,Pa76f81d8c3,exact,Eric Moreland
2014,early_entrant,Pd6e0b051bb,exact,Johnny O'Bryant III
2014,early_entrant,P23f1ba707f,exact,Jabari Parker
2014,early_entrant,P7f1d080745,exact,Elfrid Payton
2014,early_entrant,P1dca1ecf2b,exact,Julius Randle
2014,early_entrant,Pdd79d6ef7f,exact,Glenn Robinson III
2014,early_entrant,P98ee7e9798,exact,LaQuinton Ross
2014,early_entrant,Pbda800ed55,exact,JaKarr Sampson
2014,early_entrant,P1044a073cf,exact,Marcus Smart
2014,early_entrant,P645a205457,exact,Roscoe Smith
2014,early_entrant,P12d1ca8d35,exact,Nik Stauskas
2014,early_entrant,P31e153a014,exact,Jarnell Stokes
2014,early_entrant,P0a4bbd8b0a,exact,Noah Vonleh
2014,early_entrant,P49827cf895,exact,T. J. Warren
2014,early_entrant,Pdb1689c286,exact,Andrew Wiggins
2014,early_entrant,Pf7c7a85a9a,exact,James Young
2014,early_entrant,Pe73b4eac92,exact,Bruno Caboclo
2014,early_entrant,P360c31499c,exact,Clint Capela
2014,early_entrant,Pc9a1f10582,exact,Dante Exum
2014,early_entrant,Pf78412d8c5,exact,Damien Inglis
2014,early_entrant,Pbed27928bf,exact,Vasilije Micić
2014,early_entrant,Paf95fb158c,exact,Jusuf Nurkić
2014,early_entrant,P3997afa4f2,exact,Dario Šarić
2014,intl_early_entrant,Pe73b4eac92,exact,Bruno Caboclo
2014,intl_early_entrant,P360c31499c,exact,Clint Capela
2014,intl_early_entrant,Pc9a1f10582,exact,Dante Exum
2014,intl_early_entrant,Pf78412d8c5,exact,Damien Inglis
2014,intl_early_entrant,Pbed27928bf,exact,Vasilije Micić
2014,intl_early_entrant,Paf95fb158c,exact,Jusuf Nurkić
2014,intl_early_entrant,P3997afa4f2,exact,Dario Šarić
2014,auto_eligible,P25150e1302,exact,Thanasis Antetokounmpo
2014,auto_eligible,Pfe357344e4,exact,P. J. Hairston
2015,green_room,P7d77f683c0,exact,Devin Booker
2015,green_room,P9b0b27ae5d,exact,Willie Cauley-Stein
2015,green_room,P94d904f95a,exact,Sam Dekker
2015,green_room,P8d6369038a,exact,Jerian Grant
2015,green_room,P11ed05516e,exact,Mario Hezonja
2015,green_room,Pb4e1522182,exact,Rondae Hollis-Jefferson
2015,green_room,Pff77feae98,exact,Stanley Johnson
2015,green_room,Pec96a14b85,exact,Frank Kaminsky
2015,green_room,P1c43036b93,exact,Kevon Looney
2015,green_room,P2297a93a7f,exact,Trey Lyles
2015,green_room,P3e493925a2,exact,Emmanuel Mudiay
2015,green_room,Pb9c495a67d,exact,Jahlil Okafor
2015,green_room,Ped4ca8f8d6,exact,Kelly Oubre Jr.
2015,green_room,Pce2a43b358,exact,Cameron Payne
2015,green_room,P5492e07ad3,exact,Bobby Portis
2015,green_room,Pf1eb0b11c1,exact,Kristaps Porziņģis
2015,green_room,P67cf99c3eb,exact,D'Angelo Russell
2015,green_room,P5a591d3e24,exact,Karl-Anthony Towns
2015,green_room,Peaf1686cc0,exact,Myles Turner
2015,green_room,Pc3390f55d0,exact,Justise Winslow
2015,green_room,P3cfad83e39,exact,R.J. Hunter
2015,green_room,P9a02cf437c,exact,Tyus Jones
2015,green_room,P16f77dc0c6,exact,Delon Wright
2015,early_entrant,Pa24dadc449,exact,Cliff Alexander
2015,early_entrant,Pb067831a66,exact,Justin Anderson
2015,early_entrant,Pa48064fa8c,exact,Brandon Ashley
2015,early_entrant,P7d77f683c0,exact,Devin Booker
2015,early_entrant,P9b0b27ae5d,exact,Willie Cauley-Stein
2015,early_entrant,P94d904f95a,exact,Sam Dekker
2015,early_entrant,P9e418f4c91,exact,Michael Frazier II
2015,early_entrant,Pcfe0d93659,exact,Olivier Hanlan
2015,early_entrant,P1b292d5147,exact,Montrezl Harrell
2015,early_entrant,Peda2227014,exact,Aaron Harrison
2015,early_entrant,P0ba0d4e186,exact,Andrew Harrison
2015,early_entrant,Pb88d2f0541,exact,Tyler Harvey
2015,early_entrant,Pb4e1522182,exact,Rondae Hollis-Jefferson
2015,early_entrant,P3cfad83e39,exact,R. J. Hunter
2015,early_entrant,P2c58b86e78,exact,Vince Hunter
2015,early_entrant,Pc2766e3f86,exact,Charles Jackson
2015,early_entrant,Pf21d262b1c,exact,Dakari Johnson
2015,early_entrant,Pff77feae98,exact,Stanley Johnson
2015,early_entrant,P9a02cf437c,exact,Tyus Jones
2015,early_entrant,P7b91fe948e,exact,Trevor Lacey
2015,early_entrant,P1c43036b93,exact,Kevon Looney
2015,early_entrant,P2297a93a7f,exact,Trey Lyles
2015,early_entrant,Pd0eaa15469,exact,Jarell Martin
2015,early_entrant,P128f74a48f,exact,Chris McCullough
2015,early_entrant,P4a125216bc,exact,Jordan Mickey
2015,early_entrant,P4ba2b4830d,firstpfx,Luis David Montero
2015,early_entrant,Pb9c495a67d,exact,Jahlil Okafor
2015,early_entrant,Ped4ca8f8d6,exact,Kelly Oubre Jr.
2015,early_entrant,Paae768e6c1,exact,Ashton Pankey
