file,url,season,kind,bytes_uncompressed,bytes_gz,rows,sha256_uncompressed,fetched_utc,robots_allowed,crawl_delay_s,user_agent
raw/advconf_2018.csv.gz,https://barttorvik.com/getadvstats.php?year=2018&conyes=1&csv=1,2018,player_season_conference_only,1665234,665924,4417,15ed5426f7c5bca30070ff16b93167055f63eae8fe24b864da266cda3b474ab6,2026-09-09T06:45:55Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2019.csv.gz,https://barttorvik.com/getadvstats.php?year=2019&conyes=1&csv=1,2019,player_season_conference_only,1661135,665399,4420,55f26b7f48d54f0189cae276e9e79e2d25e1f3facd6959145d4d84d743724863,2026-09-09T06:42:40Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2020.csv.gz,https://barttorvik.com/getadvstats.php?year=2020&conyes=1&csv=1,2020,player_season_conference_only,1663161,668932,4429,dab3b5ced3343094f43ed88e16f2db8c02841a05e4ed334a712eb0f6b1b56a1e,2026-09-09T06:46:10Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2021.csv.gz,https://barttorvik.com/getadvstats.php?year=2021&conyes=1&csv=1,2021,player_season_conference_only,1762203,703261,4733,70653935439772b66066e96b035db88f2f13c2569b32e3aec55f328a4300ac02,2026-09-09T06:46:24Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2022.csv.gz,https://barttorvik.com/getadvstats.php?year=2022&conyes=1&csv=1,2022,player_season_conference_only,1763050,708700,4701,54e5afafa8091066d67c13abada90c306e6e4651d3cfd4a3999bc23bea85497f,2026-09-09T06:46:39Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2023.csv.gz,https://barttorvik.com/getadvstats.php?year=2023&conyes=1&csv=1,2023,player_season_conference_only,1781438,712623,4760,b442401bcf130d476000fea364c9079962637117c3826b23ebe99a7e8c50b764,2026-09-09T06:46:57Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2024.csv.gz,https://barttorvik.com/getadvstats.php?year=2024&conyes=1&csv=1,2024,player_season_conference_only,1740983,697934,4644,f75cf4d68ca81954a1e36f82d7e75de6a5f1fc141490d0e04e659e384fb2997f,2026-09-09T06:47:12Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2025.csv.gz,https://barttorvik.com/getadvstats.php?year=2025&conyes=1&csv=1,2025,player_season_conference_only,1788424,729854,4682,6f84cfed304cce08d9f98187ed948c3099251fd36a961cc9d30faeca7ac231a6,2026-09-09T06:47:27Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
raw/advconf_2026.csv.gz,https://barttorvik.com/getadvstats.php?year=2026&conyes=1&csv=1,2026,player_season_conference_only,1769625,723308,4621,ee46cf279c6d144e15012b46a856755b41c5cda5101b026e49c1e692e6b17e3d,2026-09-09T06:47:41Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2008.csv.gz,https://barttorvik.com/getadvstats.php?year=2008&csv=1,2008,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1602184,676752,4588,93e40e31ef6a8ae7856e46f00965ff9ead1d45eff88b59f6ac466f71dddc1f66,2026-09-08T05:52:00Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2009.csv.gz,https://barttorvik.com/getadvstats.php?year=2009&csv=1,2009,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1601279,676174,4589,a60e72d99ad8548336bdf91bccb3e729fa2162bca5f61197807003c635b01182,2026-09-08T05:52:23Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2010.csv.gz,https://barttorvik.com/getadvstats.php?year=2010&csv=1,2010,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1785475,757722,4698,e5e6a92304e8c4668466a9fa1a55a3f64e18be055f316a8a38e96b686904ffc7,2026-09-08T05:52:46Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2011.csv.gz,https://barttorvik.com/getadvstats.php?year=2011&csv=1,2011,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1735010,739390,4548,b82ef8c3d2e1ecbf9e54c47b0ebc7255d385f1920926d20d18afc9e03633b02d,2026-09-08T05:53:08Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2012.csv.gz,https://barttorvik.com/getadvstats.php?year=2012&csv=1,2012,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1746215,745612,4586,9b83d32cabb22913eee42f9d6c417f0808dfc703f9de04d7fbcc790d5c849679,2026-09-08T05:53:31Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2013.csv.gz,https://barttorvik.com/getadvstats.php?year=2013&csv=1,2013,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1756724,749214,4608,31f4ce20e2c9079d9f7c7b19c4dcd84ae55a347b77abb57eef20727153415fbd,2026-09-08T05:53:54Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2014.csv.gz,https://barttorvik.com/getadvstats.php?year=2014&csv=1,2014,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1807379,769084,4722,d3b962e3487c3579823a60e8b5b8db50cd261b639f44db7752f0b8d0c126340b,2026-09-08T05:54:17Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2015.csv.gz,https://barttorvik.com/getadvstats.php?year=2015&csv=1,2015,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1820328,778240,4723,b2dbd825e61e769845937ed4833071fa13d890a81b962a2fa19fe5249c2e0cac,2026-09-08T05:54:39Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2016.csv.gz,https://barttorvik.com/getadvstats.php?year=2016&csv=1,2016,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1834400,783944,4696,236230035752be88fd4d8ddffd35eebf72f7581e0374220e491f1ebb1342b620,2026-09-08T05:55:02Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2017.csv.gz,https://barttorvik.com/getadvstats.php?year=2017&csv=1,2017,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1850808,791571,4742,d9313cfe47ebdc1a8a8b56b62b964ed151513a864ad406dac4d305523e3657c7,2026-09-08T05:55:24Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2018.csv.gz,https://barttorvik.com/getadvstats.php?year=2018&csv=1,2018,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1837883,785230,4703,513f2f526d2cdb4dde6f46b43fd92d37fb301edfc129dc99e95dbc67e4dc2c6e,2026-09-08T05:55:47Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2019.csv.gz,https://barttorvik.com/getadvstats.php?year=2019&csv=1,2019,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1849498,789330,4739,a47766ed91120dc7e4e817f054a522ca61aabef2fff94ee425c35b30df55a6c7,2026-09-08T05:50:06Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2020.csv.gz,https://barttorvik.com/getadvstats.php?year=2020&csv=1,2020,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1844958,785573,4733,222fe29cb594ff7cd9b26146c6fb9663b5bda1efaa4045147fd3db7726b97138,2026-09-08T05:56:10Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2021.csv.gz,https://barttorvik.com/getadvstats.php?year=2021&csv=1,2021,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1918958,806535,4970,43e6f693382eb396c661b93806a7edb08a6a767017ac541e3746c484608055b1,2026-09-08T05:56:33Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2022.csv.gz,https://barttorvik.com/getadvstats.php?year=2022&csv=1,2022,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1952175,832386,5011,e8bc7e7139e9eea92ef8731e06be454461770e1cd7e4320a8bf9217c29819eaa,2026-09-08T05:56:56Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2023.csv.gz,https://barttorvik.com/getadvstats.php?year=2023&csv=1,2023,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1963221,835763,5043,2a2db41e5b854bbd68fbe58d6e2a2fcecd37e67fd431599c872908c99c98c122,2026-09-08T05:57:18Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2024.csv.gz,https://barttorvik.com/getadvstats.php?year=2024&csv=1,2024,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1952090,830565,5002,5f030955c535de5a96bd00c99c7c4be0a50c6e8cbe1bf5ca5bc3594fc1a23519,2026-09-08T05:57:41Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2025.csv.gz,https://barttorvik.com/getadvstats.php?year=2025&csv=1,2025,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1975100,841143,5060,6f1a0d66683b2183110da95b8ae914bca6bde500a2648a201874d5d4b7ef425c,2026-09-08T05:58:03Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
../torvik_context/raw/adv_2026.csv.gz,https://barttorvik.com/getadvstats.php?year=2026&csv=1,2026,"player_season_full_season (REUSED from ../torvik_context, not re-downloaded)",1952508,834636,4978,3845203d35982cad83f832eeffa93a7bb2d2ddd3fd60e8b23cdaa4002a55a58b,2026-09-08T05:58:27Z,yes (only db/box/results/playerstat/teamcast/time-machine/*.json are disallowed),10,DraftDB-research/1.0 (contact: mike@alphax.inc) non-commercial NBA draft research
