pid,draft_year,source_id,source_date,draft_date,metric,value,publisher_date_verified,body_fact_verified,archive_snapshot_verified,feature_eligible,quarantine_reason
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_transition_ppp,1.127,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_spotup_fga_pg,3.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_spotup_ppp,1.056,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_open_catchshoot_pps,1.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_guarded_catchshoot_pps,0.862,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_pullup_pps,0.433,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_pps,1.19,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_post_ppp,0.67,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P7f86ce09cc,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_shots_fouled_pct,12.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_overall_ppp,1.012,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_poss_pg,12.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_halfcourt_ppp,0.994,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_spotup_poss_pct,35.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_spotup_ppp,1.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_guarded_catchshoot_pps,1.26,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_open_catchshoot_pps,1.16,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_pullup_fg_pct,28.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_fga_pg,2.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_ppp,1.12,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_ppp,1.048,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P10d0b75bed,2010,dx2010sf,2010-06-12,2010-06-24,report_post_ppp,1.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_overall_ppp,0.97,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_poss_pg,20.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_transition_ppp,0.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_halfcourt_ppp,0.98,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_halfcourt_poss_pg,18.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_turnover_pct,12.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_shots_fouled_pct,8.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_poss_pg,5.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_fg_pct,45.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_post_ppp,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_post_poss_pg,3.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_ppp,1.26,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_pullup_fga_pg,4.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P6f36cd1fed,2010,dx2010sf,2010-06-12,2010-06-24,report_pullup_fg_pct,42,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_overall_ppp,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_shots_fouled_pct,10.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_open_catchshoot_fg_pct,42.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_putback_poss_pg,2.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_cut_poss_pg,2.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P38bff88a77,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_ppp,0.672,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb46ac34cd7,2010,dx2010sf,2010-06-12,2010-06-24,report_overall_ppp,1.07,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb46ac34cd7,2010,dx2010sf,2010-06-12,2010-06-24,report_poss_pg,20.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb46ac34cd7,2010,dx2010sf,2010-06-12,2010-06-24,report_pickroll_poss_pg,2.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P1402e898dc,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_ppp,1.316,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pdc16ca4e2e,2010,dx2010sf,2010-06-12,2010-06-24,report_overall_ppp,1.066,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pdc16ca4e2e,2010,dx2010sf,2010-06-12,2010-06-24,report_isolation_ppp,0.972,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pdc16ca4e2e,2010,dx2010sf,2010-06-12,2010-06-24,report_pullup_fg_pct,42,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P966e81614a,2010,dx2010sf,2010-06-12,2010-06-24,report_jump_ppp,0.592,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P966e81614a,2010,dx2010sf,2010-06-12,2010-06-24,report_jump_fg_pct,28.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P966e81614a,2010,dx2010sf,2010-06-12,2010-06-24,report_finish_ppp,1.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pcc98298533,2010,dx2010pf,2010-06-14,2010-06-24,report_poss_pg,12.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pcc98298533,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pcc98298533,2010,dx2010pf,2010-06-14,2010-06-24,report_post_ppp,0.844,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pcc98298533,2010,dx2010pf,2010-06-14,2010-06-24,report_post_turnover_pct,21.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_poss_pg,12.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,1.139,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_turnover_pct,8.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_spotup_poss_pct,18.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_transition_poss_pct,16.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_putback_poss_pct,15.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_post_fg_pct,65.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_jump_ppp,0.894,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P3f25ee2633,2010,dx2010pf,2010-06-14,2010-06-24,report_finish_ppp,1.368,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P502aba077e,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,1.03,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P502aba077e,2010,dx2010pf,2010-06-14,2010-06-24,report_poss_pg,13.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P502aba077e,2010,dx2010pf,2010-06-14,2010-06-24,report_post_fg_pct,55.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P502aba077e,2010,dx2010pf,2010-06-14,2010-06-24,report_jump_ppp,0.421,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P502aba077e,2010,dx2010pf,2010-06-14,2010-06-24,report_finish_ppp,1.421,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pc781d37e72,2010,dx2010pf,2010-06-14,2010-06-24,report_poss_pg,21.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pc781d37e72,2010,dx2010pf,2010-06-14,2010-06-24,report_free_throw_poss_pct,24.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pc781d37e72,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,0.909,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe82bc0553e,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,0.913,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe82bc0553e,2010,dx2010pf,2010-06-14,2010-06-24,report_poss_pg,13.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe82bc0553e,2010,dx2010pf,2010-06-14,2010-06-24,report_putback_poss_pct,16.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe82bc0553e,2010,dx2010pf,2010-06-14,2010-06-24,report_free_throw_poss_pct,21.1,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe03992058c,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,1.03,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe03992058c,2010,dx2010pf,2010-06-14,2010-06-24,report_shots_fouled_pct,13.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe03992058c,2010,dx2010pf,2010-06-14,2010-06-24,report_jump_fga_pg,0.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe03992058c,2010,dx2010pf,2010-06-14,2010-06-24,report_post_fg_pct,51.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pe03992058c,2010,dx2010pf,2010-06-14,2010-06-24,report_post_poss_pct,46.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P54e531f2ec,2010,dx2010pf,2010-06-14,2010-06-24,report_overall_ppp,0.86,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P54e531f2ec,2010,dx2010pf,2010-06-14,2010-06-24,report_post_poss_pg,6.9,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_poss_pg,16.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_overall_ppp,1.16,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_shot_pct,25.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_fg_pct,56.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_pps,1.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_pullup_fga_total,5.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_isolation_ppp,1.3,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_post_ppp,1.06,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_pickroll_finish_ppp,1.37,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb035a35ee9,2011,dx2011fw,2011-06-19,2011-06-23,report_cut_ppp,1.26,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P575f19a655,2011,dx2011fw,2011-06-19,2011-06-23,report_overall_ppp,1.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P69e13b90fc,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_shot_pct,63.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P69e13b90fc,2011,dx2011fw,2011-06-19,2011-06-23,report_isolation_ppp,0.99,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P69e13b90fc,2011,dx2011fw,2011-06-19,2011-06-23,report_catchshoot_fga_pg,4.6,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P69e13b90fc,2011,dx2011fw,2011-06-19,2011-06-23,report_catchshoot_fg_pct,34.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_shot_pct,56.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_overall_ppp,0.86,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_turnover_pct,14.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_transition_poss_pg,3.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_transition_ppp,0.905,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_pullup_fga_pg,1.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_pullup_fg_pct,29.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_catchshoot_fg_pct,43.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P701bdb09e4,2011,dx2011fw,2011-06-19,2011-06-23,report_catchshoot_pps,1.28,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_poss_pg,16.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_overall_ppp,1.12,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_turnover_pct,10.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_post_ppp,1.18,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_pps,0.96,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_fg_pct,38.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_pullup_fga_pg,0.8,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P268ca85d2e,2011,dx2011fw,2011-06-19,2011-06-23,report_pullup_fg_pct,42.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_poss_pg,10.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_isolation_poss_pct,2.8,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_turnover_pct,15.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_spotup_poss_pct,25.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_pps,0.78,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_rim_fg_pct,74.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P4ec69893f6,2011,dx2011fw,2011-06-19,2011-06-23,report_free_throw_poss_pct,19.4,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P749792a28d,2011,dx2011fw,2011-06-19,2011-06-23,report_spotup_poss_pct,26.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P74ab2a2c37,2011,dx2011fw,2011-06-19,2011-06-23,report_spotup_poss_pct,25.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pce627023f0,2011,dx2011fw,2011-06-19,2011-06-23,report_halfcourt_turnover_pct,10.2,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pce627023f0,2011,dx2011fw,2011-06-19,2011-06-23,report_isolation_ppp,0.486,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pce627023f0,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_ppp,0.725,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pce627023f0,2011,dx2011fw,2011-06-19,2011-06-23,report_jump_fg_pct,27.5,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P85135a294f,2011,dx2011fw,2011-06-19,2011-06-23,report_catchshoot_fg_pct,36.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P168e9ad8d4,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pb70d7d0b57,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pf6d18cb839,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P41fad117db,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pd1415c96b7,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pf5e2b9f7f1,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
Pcb5c1e8ac6,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P02f9f17423,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
P56d107e80a,2007,dx2007camp,2007-05-29,2007-06-28,report_camp_invited,1.0,True,True,False,False,No pre-draft archived body captured; sparse cohort coverage requires development-only pilot registration
