pid,season,k,score
P04b95b58e0,2020,5,0.2413793103448276
P08bc96e9be,2020,5,0.6206896551724138
P87be528da0,2020,5,0.3448275862068966
P0326e23b0d,2021,5,0.2767857142857143
P88205fde52,2021,5,0.6607142857142857
P90932c4b0a,2021,5,0.9464285714285714
P30aaba02d5,2021,5,0.19642857142857142
P82dc635a40,2021,5,0.7678571428571429
P64263ced9d,2021,5,0.5714285714285714
Pb1d56c9c96,2021,5,0.39285714285714285
P7dcdc4ccdd,2021,5,0.7857142857142857
P9fd480084b,2021,5,0.36607142857142855
P152905cef4,2021,5,0.03571428571428571
P5480a34012,2021,5,0.625
Pf6213e9937,2021,5,0.17857142857142858
P21372aaded,2021,5,0.6785714285714286
P54240b8a24,2021,5,0.2767857142857143
P90b2305671,2021,5,0.30357142857142855
Pb2632428b5,2021,5,1.0
P9e82692a6d,2021,5,0.08928571428571429
P6680e3073f,2021,5,0.05357142857142857
P1e1b55c58c,2021,5,0.6428571428571429
P05f9ca4653,2021,5,0.5892857142857143
P61d8f8df57,2021,5,0.07142857142857142
P69549f38f2,2021,5,0.6964285714285714
P606c98790a,2021,5,0.8035714285714286
Pa0882490f6,2021,5,0.8571428571428571
P87ada0d006,2021,5,0.8928571428571429
Pfce02776de,2021,5,0.5089285714285714
Pa090759337,2021,5,0.6071428571428571
Pe728a39ea0,2021,5,0.7142857142857143
Pc624860c4a,2021,5,0.3392857142857143
P392363bcf2,2021,5,0.75
P721d8fa8f9,2021,5,0.5535714285714286
P30169adef4,2021,5,0.5357142857142857
P3364db28a5,2021,5,0.23214285714285715
P0057628fa2,2021,5,0.875
P2c8aa67899,2021,5,0.7321428571428571
Pe28113186c,2021,5,0.125
P4e35bd6add,2021,5,0.10714285714285714
P2b13664da5,2021,5,0.4107142857142857
P45a39b68c1,2021,5,0.9107142857142857
P60da7b4537,2021,5,0.44642857142857145
P624b2b5afe,2021,5,0.16071428571428573
Pd1118f9ab3,2021,5,0.017857142857142856
Pb3cfb2c388,2021,5,0.9285714285714286
Pba95727095,2021,5,0.21428571428571427
Pac178f1473,2021,5,0.32142857142857145
P854a3a23a2,2021,5,0.8392857142857143
P213b82c86a,2021,5,0.36607142857142855
P4110110f37,2021,5,0.5089285714285714
Pbfadf35dca,2021,5,0.42857142857142855
Pc97a1282a3,2021,5,0.9642857142857143
P61afdc25a4,2021,5,0.8214285714285714
Pc3e0235987,2021,5,0.9821428571428571
Pc131e1ee6f,2021,5,0.4642857142857143
Pb149e1d8c2,2021,5,0.48214285714285715
Pa09bdf4e64,2021,5,0.14285714285714285
P5705590403,2021,5,0.25
P76ebdc8d77,2022,4,0.5
P9d848af991,2022,4,0.5192307692307693
P7c29e11a29,2022,4,0.2980769230769231
Pe22f69b7a0,2022,4,0.4807692307692308
Pd3eb42d2a8,2022,4,0.15384615384615385
P4e8883caf8,2022,4,0.36538461538461536
Pab39ee5462,2022,4,0.8461538461538461
P20596267f7,2022,4,0.4423076923076923
P16b88a2183,2022,4,0.7884615384615384
Pfa7a6f2536,2022,4,0.8269230769230769
P12c0373e62,2022,4,0.8846153846153846
Pbfdaa31fd0,2022,4,1.0
Pce7c8a9da0,2022,4,0.7692307692307693
P919e355315,2022,4,0.6923076923076923
P86df290cda,2022,4,0.9615384615384616
Pa95793f720,2022,4,0.46153846153846156
P7d4b1d6e8f,2022,4,0.75
Pa408da26a2,2022,4,0.5576923076923077
Pae46fa4aa5,2022,4,0.18269230769230768
P5cba6e4b4b,2022,4,0.25
P3a3a5bbbef,2022,4,0.9423076923076923
P14882ceff6,2022,4,0.9038461538461539
P1191691c20,2022,4,0.6346153846153846
Paac5dcb74c,2022,4,0.019230769230769232
P3a5b76349f,2022,4,0.9230769230769231
Pe3c0fc5a9e,2022,4,0.9807692307692307
Pa6b76d042d,2022,4,0.6153846153846154
Pd6b4848f72,2022,4,0.2980769230769231
P8c8d5105c2,2022,4,0.21153846153846154
Pa89859be17,2022,4,0.4230769230769231
P8be99fecd0,2022,4,0.09615384615384616
Pa5128e8532,2022,4,0.8653846153846154
Pa2e8c74c1f,2022,4,0.7307692307692307
Pa067c50f94,2022,4,0.23076923076923078
Pd5316f2e65,2022,4,0.038461538461538464
P3b1e823247,2022,4,0.8076923076923077
P9345155d6a,2022,4,0.7115384615384616
Pdd8eeaed18,2022,4,0.18269230769230768
Pafb050f1ad,2022,4,0.5384615384615384
P76f8234113,2022,4,0.40384615384615385
P4b5f95e771,2022,4,0.6730769230769231
P416088a2b5,2022,4,0.5961538461538461
P123f055136,2022,4,0.057692307692307696
Pc69570e4d2,2022,4,0.38461538461538464
P9a2935e78c,2022,4,0.34615384615384615
P70fa3dc827,2022,4,0.07692307692307693
Pc5f6ac0bb7,2022,4,0.1346153846153846
P97df826a61,2022,4,0.5769230769230769
P63014948f5,2022,4,0.6538461538461539
P6876f611cb,2022,4,0.3269230769230769
Pd4287ba490,2022,4,0.11538461538461539
Paee04abbe6,2022,4,0.2692307692307692
Pc4ba85a58f,2023,3,0.6964285714285714
P18c14dbf8f,2023,3,0.25
P51e5ade0ce,2023,3,0.6071428571428571
P5698276a02,2023,3,0.35714285714285715
P2db6f2cc8f,2023,3,0.5714285714285714
P3dd06c5ebd,2023,3,0.9196428571428571
P47a1cc70a3,2023,3,0.9196428571428571
P26ad072598,2023,3,0.5535714285714286
Pd5f2794063,2023,3,0.17857142857142858
P396ba96b58,2023,3,0.7678571428571429
P0fe65d2eb8,2023,3,0.3392857142857143
Pbf5a7a4d5b,2023,3,0.375
P144ed94c77,2023,3,0.8839285714285714
P664a2ede66,2023,3,0.9464285714285714
Pe60cc64195,2023,3,0.8839285714285714
P1999b4880f,2023,3,0.625
P9180c4596b,2023,3,0.6785714285714286
Pa813594724,2023,3,0.9642857142857143
Pfdcf13c664,2023,3,0.7321428571428571
P71f8c1b48d,2023,3,0.6517857142857143
P7200ebcdd8,2023,3,0.26785714285714285
P1e59a7a7a1,2023,3,0.8392857142857143
P7bf5b1ca03,2023,3,0.8035714285714286
Pf0ef0714b6,2023,3,0.8571428571428571
P523c5eb5e6,2023,3,0.5
P655613d84a,2023,3,0.03571428571428571
P0b253c1504,2023,3,0.5892857142857143
P6b4a74f110,2023,3,0.75
P0035c2f0b3,2023,3,0.4642857142857143
Pdcc28d7d6b,2023,3,0.9821428571428571
Pd742da0a27,2023,3,0.07142857142857142
P6187cee451,2023,3,0.10714285714285714
P9a144a10c5,2023,3,0.8214285714285714
Pa4e79c2199,2023,3,0.7857142857142857
P9b886526e3,2023,3,0.5357142857142857
Pb4a7c38947,2023,3,0.19642857142857142
P659b205e3c,2023,3,0.05357142857142857
Pf85863f4bd,2023,3,0.16071428571428573
P7075ac01b8,2023,3,0.42857142857142855
Pdd1f325a63,2023,3,0.2857142857142857
Pa6029bb5a6,2023,3,0.7142857142857143
P737b0588be,2023,3,0.6517857142857143
P07bb9cb58f,2023,3,0.017857142857142856
Paf99c23c4d,2023,3,0.08928571428571429
Pc074e62881,2023,3,0.4107142857142857
P7c2cc1d590,2023,3,0.5178571428571429
P89e5a35bc7,2023,3,0.32142857142857145
P0db0d3c576,2023,3,1.0
Pbcdd20a9f9,2023,3,0.21428571428571427
P2a6c79e3dc,2023,3,0.125
P0e1f032d1f,2023,3,0.48214285714285715
Pf9f33f79e7,2023,3,0.44642857142857145
Pe356195976,2023,3,0.23214285714285715
Pe46a376580,2023,3,0.30357142857142855
Paf63a5d230,2023,3,0.39285714285714285
Pf07b0c62fd,2023,3,0.14285714285714285
P086a09588e,2024,2,0.41818181818181815
P8b3507dca4,2024,2,0.09090909090909091
P3bedf956bf,2024,2,0.5818181818181818
Pfd3b474513,2024,2,0.5454545454545454
P84e9dcbb3e,2024,2,0.5181818181818182
P1ccfa6c1ee,2024,2,0.8
P4bbcd3bc18,2024,2,0.6727272727272727
Pdf5a3388b3,2024,2,0.07272727272727272
Pd62847824a,2024,2,0.36363636363636365
P13f5a8ca49,2024,2,0.7090909090909091
P1a8fd8dc98,2024,2,0.5181818181818182
Pb1001f743e,2024,2,0.43636363636363634
P82e84aa110,2024,2,0.6454545454545455
P0edbaa5011,2024,2,0.01818181818181818
P414be319a7,2024,2,0.03636363636363636
Pa5d4a8fef6,2024,2,0.7454545454545455
Pe083952d4c,2024,2,0.2727272727272727
P68ff50da96,2024,2,0.4727272727272727
P23152d31e2,2024,2,0.7636363636363637
P65b97df144,2024,2,0.6181818181818182
Pd018d62aee,2024,2,0.8545454545454545
P7a95b991f4,2024,2,0.2
Pa245962e52,2024,2,0.13636363636363635
P473649a3ff,2024,2,0.9636363636363636
P2a77fa93f7,2024,2,0.9090909090909091
P74240d498b,2024,2,0.13636363636363635
P9f04775c7a,2024,2,0.7818181818181819
P4bd2cd3d34,2024,2,0.3181818181818182
P429241cb33,2024,2,0.18181818181818182
P32ff4229d3,2024,2,0.9818181818181818
Pb0cd5d409b,2024,2,1.0
P2bc6f2a3aa,2024,2,0.9454545454545454
Pa3f4257d20,2024,2,0.6909090909090909
Pf4a65045a1,2024,2,0.34545454545454546
P523c7506e7,2024,2,0.4909090909090909
P58407301c7,2024,2,0.8181818181818182
Pada60a9da7,2024,2,0.8727272727272727
P35654567c0,2024,2,0.6
Pd1401169e8,2024,2,0.8363636363636363
Pb1c5565b99,2024,2,0.23636363636363636
Pf120e8dc11,2024,2,0.2909090909090909
P4b73f3a250,2024,2,0.7272727272727273
P9fc884bebd,2024,2,0.45454545454545453
P0d7bcc4d57,2024,2,0.6454545454545455
Pbdde11b624,2024,2,0.9272727272727272
P470eca3f49,2024,2,0.10909090909090909
Pcf591b3097,2024,2,0.05454545454545454
P367a636ba4,2024,2,0.5636363636363636
Pf7cf72315c,2024,2,0.3181818181818182
P7070c905f3,2024,2,0.16363636363636364
Pe79de9d05b,2024,2,0.4
P0bcbee5c83,2024,2,0.38181818181818183
Pafffac98b2,2024,2,0.8909090909090909
P0f6f43de8d,2024,2,0.2545454545454545
P7572949d92,2024,2,0.21818181818181817
Pa29e5f68db,2025,1,0.47368421052631576
Pad9c27fcb6,2025,1,0.8771929824561403
P318e86822c,2025,1,0.8245614035087719
P75527a2d8c,2025,1,0.05263157894736842
P8048267828,2025,1,0.6842105263157895
Pc0a66d6cca,2025,1,0.017543859649122806
P3d8ccdb639,2025,1,1.0
Pf3b62cae3c,2025,1,0.9298245614035088
P4e09db2338,2025,1,0.9649122807017544
P12ee990c18,2025,1,0.5263157894736842
P5f9ce00466,2025,1,0.631578947368421
P3ee6bf444e,2025,1,0.2982456140350877
Pd8f68848a0,2025,1,0.5087719298245614
P3f654a33fe,2025,1,0.8947368421052632
P07268bf0e1,2025,1,0.9473684210526315
P15b8c13058,2025,1,0.7894736842105263
P43b2e2aa2f,2025,1,0.7280701754385965
Pcb16689c6c,2025,1,0.9122807017543859
P32fecc73d2,2025,1,0.7719298245614035
P1a135db58f,2025,1,0.43859649122807015
Pf54bd6bbc8,2025,1,0.6666666666666666
P679974836f,2025,1,0.5789473684210527
P884e8ee6b6,2025,1,0.3684210526315789
Padf63a93ad,2025,1,0.3157894736842105
Pb9eccb67f7,2025,1,0.8421052631578947
P6ddd309f80,2025,1,0.2631578947368421
Pdde13713ff,2025,1,0.49122807017543857
P5699f03b57,2025,1,0.9824561403508771
Pf4e651b50c,2025,1,0.8070175438596491
Pdec9ef7c46,2025,1,0.5614035087719298
P445f167264,2025,1,0.19298245614035087
P307cead4af,2025,1,0.7017543859649122
P24c85e006b,2025,1,0.543859649122807
P259fbebd69,2025,1,0.5964912280701754
Pd4c3f94c64,2025,1,0.38596491228070173
P49b4c451ec,2025,1,0.03508771929824561
Pec8256037d,2025,1,0.2807017543859649
P495dd3afc8,2025,1,0.7280701754385965
P3651ab0a99,2025,1,0.7543859649122807
P155e770e32,2025,1,0.45614035087719296
P277e56e049,2025,1,0.10526315789473684
Pf25d15a954,2025,1,0.42105263157894735
P53f54898a1,2025,1,0.40350877192982454
P7ba2fa977b,2025,1,0.8596491228070176
P16dc90cb0b,2025,1,0.07017543859649122
Pb7270acc46,2025,1,0.22807017543859648
Pc2ef5dcf11,2025,1,0.6140350877192983
P95c84fe799,2025,1,0.34210526315789475
P41ae7c3c75,2025,1,0.34210526315789475
Pfc563b417e,2025,1,0.12280701754385964
P98436c11b0,2025,1,0.08771929824561403
P070f8d3585,2025,1,0.24561403508771928
Pb74dcb5e35,2025,1,0.14035087719298245
P34c7aa9885,2025,1,0.21052631578947367
P9b4a07a3b9,2025,1,0.15789473684210525
P855a9cc2ba,2025,1,0.6491228070175439
P3a6abfac78,2025,1,0.17543859649122806
